punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,54.04,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,2 su- 1,Mestre,2013-06-12,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,53.35,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,3 su- 1,Montebelluna,2013-05-05,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,52.9,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,1 su- 1,Trento,2013-06-09,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,28.08,CICCOMASCOLO Lorenzo,1997,AM,ANA ATL.FELTRE,8 su- 1,Trento,2014-10-05,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,26.36,CICCOMASCOLO Lorenzo,1997,AM,ANA ATL.FELTRE,10 su- 1,Vicenza,2014-05-04,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,38.8,PICCOLO Fabio,2000,AM,ANA ATL.FELTRE,8 su- 1,Rosa,2016-09-18,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,36.21,PICCOLO Fabio,2000,AM,ANA ATL.FELTRE,6 su- 1,Bovolone,2016-10-02,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,29.47,PICCOLO Fabio,2000,AM,ANA ATL.FELTRE,3 su- 1,Udine,2016-08-06,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,28.81,PICCOLO Fabio,2000,AM,ANA ATL.FELTRE,12 su- 1,Vicenza,2016-05-01,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,31.32,GURRIERI Davide,2000,AM,ANA ATL.FELTRE,9 su- 1,Chiari,2017-10-01,https://www.fidal.it/atleta/GURRIERI-Davide/eKmRlJSkaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,25.5,DALLA CORTE Matteo,2001,AM,ANA ATL.FELTRE,9 su- 1,Bovolone,2018-09-30,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
