punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
413,23.97,FERRACIN Giulia,2007,AF,ANA ATL.FELTRE,14 su- 1,Verona,2023-06-02,https://www.fidal.it/atleta/FERRACIN-Giulia/eKmRlJmgbGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
413,23.97,FERRACIN Giulia,2007,CF,ANA ATL.FELTRE,9 su- 1,Venezia,2022-09-17,https://www.fidal.it/atleta/FERRACIN-Giulia/eKmRlJmgbGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
403,23.42,GIUSTI Lovely,2009,CF,ANA ATL.FELTRE,1 su- 1,Longarone,2023-09-16,https://www.fidal.it/atleta/GIUSTI-Lovely/eKmRlJiiaWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
400,23.26,FERRACIN Giulia,2007,CF,ANA ATL.FELTRE,7 su- 1,Majano,2022-09-10,https://www.fidal.it/atleta/FERRACIN-Giulia/eKmRlJmgbGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
398,23.16,SAIONI Chiara,1994,JF,ANA ATL.FELTRE,17 su- 1,Vicenza,2012-05-20,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
391,22.77,MANTOVANI Laura,1992,CF,ANA ATL.FELTRE,1 se- 1,Longarone,2007-05-12,https://www.fidal.it/atleta/MANTOVANI-Laura/eKmRlJOhaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
384,22.41,FERRACIN Giulia,2007,CF,ANA ATL.FELTRE,3 su- 1,Longarone,2022-09-07,https://www.fidal.it/atleta/FERRACIN-Giulia/eKmRlJmgbGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
383,22.32,MANTOVANI Laura,1992,CF,ANA ATL.FELTRE,6 su- 1,Verona,2007-06-03,https://www.fidal.it/atleta/MANTOVANI-Laura/eKmRlJOhaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
375,21.91,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,9 su- 1,Verona,2010-05-30,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
373,21.8,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,10 su- 1,Vicenza,2011-05-22,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
366,21.39,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,10 su- 1,Mogliano Veneto,2010-09-19,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
361,21.13,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,3 su- 1,Vicenza,2009-06-07,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
357,20.87,FERRACIN Giulia,2007,CF,ANA ATL.FELTRE,4 su- 1,San Vito Al Tagliamento,2022-08-27,https://www.fidal.it/atleta/FERRACIN-Giulia/eKmRlJmgbGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
356,20.86,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,6 su- 1,Mogliano Veneto,2009-09-20,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
355,20.8,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,14 su- 1,Mestre,2010-05-09,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
354,20.71,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,10 su- 1,Bastia Umbra,2011-06-12,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
351,20.55,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2009-08-22,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
342,20.09,MARCHESE Martina,1994,JF,ANA ATL.FELTRE,20 su- 1,Vicenza,2012-05-20,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
330,19.42,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,12 su- 1,Mogliano Veneto,2010-09-19,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
329,19.34,MANTOVANI Laura,1992,CF,ANA ATL.FELTRE,5 se- 1,Marostica,2007-05-20,https://www.fidal.it/atleta/MANTOVANI-Laura/eKmRlJOhaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
326,19.16,GIUSTI Lovely,2009,CF,ANA ATL.FELTRE,1 su- 1,Belluno,2024-04-06,https://www.fidal.it/atleta/GIUSTI-Lovely/eKmRlJiiaWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
325,19.13,FERRACIN Giulia,2007,CF,ANA ATL.FELTRE,2 su- 1,Agordo,2022-05-22,https://www.fidal.it/atleta/FERRACIN-Giulia/eKmRlJmgbGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
324,19.07,DAL CANTON Anna,2001,AF,ANA ATL.FELTRE,19 su- 1,San Biagio Di Callalta,2018-05-13,https://www.fidal.it/atleta/DAL-CANTON-Anna/eKmRlJSoamw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
323,19.04,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,14 su- 1,Vicenza,2011-05-22,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
309,18.26,SPADA Stefania,1998,AF,ANA ATL.FELTRE,15 su- 1,Vicenza,2015-05-03,https://www.fidal.it/atleta/SPADA-Stefania/eKmRlJOkamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
303,17.91,COLUSSI Leila,2006,CF,ANA ATL.FELTRE,3 su- 1,Alpago,2021-09-25,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
300,17.73,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,17 su- 1,Mestre,2010-05-09,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
297,17.56,MENEGAZZO Silvia,2007,CF,ANA ATL.FELTRE,4 su- 1,Alpago,2021-09-25,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
295,17.44,SAIONI Chiara,1994,CF,ANA ATL.FELTRE,8 su- 1,Verona,2008-06-02,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
288,17.08,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,20 su- 1,Belluno,2015-05-30,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
285,16.89,GIUSTI Lovely,2009,CF,ANA ATL.FELTRE,2 su- 1,Belluno,2023-04-01,https://www.fidal.it/atleta/GIUSTI-Lovely/eKmRlJiiaWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
278,16.53,BIASUZZI Silvia,1994,CF,ANA ATL.FELTRE,11 su- 1,Verona,2008-06-02,https://www.fidal.it/atleta/BIASUZZI-Silvia/eKmRlJOoamM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
277,16.45,TAMBURLIN Anna,2000,AF,ANA ATL.FELTRE,23 su- 1,Vicenza,2017-05-14,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
273,16.27,COMACCHIO Carlotta,1996,CF,ANA ATL.FELTRE,20 su- 1,Rovigo,2010-06-06,https://www.fidal.it/atleta/COMACCHIO-Carlotta/eKmRlJSgaGQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
266,15.89,PIOLO Carlotta,2006,CF,ANA ATL.FELTRE,6 su- 1,Alpago,2021-09-25,https://www.fidal.it/atleta/PIOLO-Carlotta/eKmRlJiiaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
264,15.74,BERTELLE Claudia,1998,CF,ANA ATL.FELTRE,21 su- 1,Bassano Del Grappa,2013-06-01,https://www.fidal.it/atleta/BERTELLE-Claudia/eKmRlJaib2M%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
260,15.55,MASET Diletta,2009,CF,ANA ATL.FELTRE,3 su- 1,Borgo Valbelluna,2024-06-15,https://www.fidal.it/atleta/MASET-Diletta/eKmRlJqfcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
256,15.3,MASET Diletta,2009,CF,ANA ATL.FELTRE,24 su- 1,Vittorio Veneto,2024-09-21,https://www.fidal.it/atleta/MASET-Diletta/eKmRlJqfcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
255,15.24,PIOLO Carlotta,2006,CF,ANA ATL.FELTRE,20 su- 1,Abano Terme,2021-06-19,https://www.fidal.it/atleta/PIOLO-Carlotta/eKmRlJiiaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
248,14.86,MASET Diletta,2009,CF,ANA ATL.FELTRE,15 su- 1,San Vito Al Tagliamento,2024-08-31,https://www.fidal.it/atleta/MASET-Diletta/eKmRlJqfcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
238,14.3,CHIAMENTI Giulia,2002,CF,ANA ATL.FELTRE,4 su- 1,Agordo,2017-04-29,https://www.fidal.it/atleta/CHIAMENTI-Giulia/eKmRlJancGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
236,14.2,MALACARNE Veronica,1999,CF,ANA ATL.FELTRE,24 su- 1,Belluno,2014-06-07,https://www.fidal.it/atleta/MALACARNE-Veronica/eKmRlJWlbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
235,14.13,LUZZATTO Sara,2008,CF,ANA ATL.FELTRE,7 su- 1,Belluno,2023-04-01,https://www.fidal.it/atleta/LUZZATTO-Sara/eKmRlJmnamM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
232,13.98,DUSO Noemi,2008,CF,ANA ATL.FELTRE,2 su- 1,Alpago,2022-04-09,https://www.fidal.it/atleta/DUSO-Noemi/eKmRlJimaWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
229,13.84,DE BORTOLI Giulia,2004,CF,ANA ATL.FELTRE,7 se- 1,Belluno,2018-05-26,https://www.fidal.it/atleta/DE-BORTOLI-Giulia/eKmRlJWma2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
224,13.55,ZAPPIA Laura,2001,CF,ANA ATL.FELTRE,3 se- 1,Agordo,2015-05-16,https://www.fidal.it/atleta/ZAPPIA-Laura/eKmRlJSjcGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
200,12.19,DE BORTOLI Giulia,2004,CF,ANA ATL.FELTRE,17 se- 1,Belluno,2018-04-28,https://www.fidal.it/atleta/DE-BORTOLI-Giulia/eKmRlJWma2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
192,11.74,MASET Diletta,2009,CF,ANA ATL.FELTRE,6 su- 1,Belluno,2024-04-06,https://www.fidal.it/atleta/MASET-Diletta/eKmRlJqfcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
187,11.49,LUZZATTO Sara,2008,CF,ANA ATL.FELTRE,7 su- 1,Agordo,2022-05-22,https://www.fidal.it/atleta/LUZZATTO-Sara/eKmRlJmnamM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
185,11.39,MONDIN Sara,2001,CF,ANA ATL.FELTRE,8 se- 1,Agordo,2016-05-15,https://www.fidal.it/atleta/MONDIN-Sara/eKmRlJWoa2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
175,10.83,DE COLLE Elisa,2001,CF,ANA ATL.FELTRE,24 su- 1,Rovigo,2016-05-28,https://www.fidal.it/atleta/DE-COLLE-Elisa/eKmRlJajbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
158,9.89,ROSSA Elena,2004,CF,ANA ATL.FELTRE,6 se- 1,Agordo,2018-04-22,https://www.fidal.it/atleta/ROSSA-Elena/eKmRlJagbWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
131,8.36,CONZ Gioia,2004,CF,ANA ATL.FELTRE,7 se- 1,Agordo,2018-04-22,https://www.fidal.it/atleta/CONZ-Gioia/eKmRlJifa2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
118,7.63,DE RIZ Chiara,2005,CF,ANA ATL.FELTRE,26 su- 1,Bassano Del Grappa,2019-05-25,https://www.fidal.it/atleta/DE-RIZ-Chiara/eKmRlJioaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
117,7.58,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,14 su- 1,Rovigo,2011-05-08,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
116,7.57,BERTELLE Arianna,2008,CF,ANA ATL.FELTRE,8 su- 1,Agordo,2022-05-22,https://www.fidal.it/atleta/BERTELLE-Arianna/eKmRlJikbGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
