prestazione,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
3876.0,,MORTARA Alessandro,2000,CM,SISPORT SSD,1 su- 1,Santhia,2015-09-20,https://www.fidal.it/atleta/MORTARA-Alessandro/dK6Rlpajbms%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3875.0,,PASSARINI Chandra,2000,CM,A.S.D. PONTEVECCHIO BOLOGNA,1 su- 1,Voltabarozzo,2015-05-09,https://www.fidal.it/atleta/PASSARINI-Chandra/eqmRkpOlbGo%3D,https://www.fidal.it/societa/A-S-D--PONTEVECCHIO-BOLOGNA/BO506
3838.0,,FILIPPINI Riccardo,2000,CM,LIB.ATL. CASTELGANDOLFO-ALBANO,1 su- 1,Latina,2015-07-11,https://www.fidal.it/atleta/FILIPPINI-Riccardo/f6iRmZmmbmk%3D,https://www.fidal.it/societa/LIB-ATL--CASTELGANDOLFO-ALBANO/RS010
3838.0,,PASSARINI Chandra,2000,CM,A.S.D. PONTEVECCHIO BOLOGNA,7 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/PASSARINI-Chandra/eqmRkpOlbGo%3D,https://www.fidal.it/societa/A-S-D--PONTEVECCHIO-BOLOGNA/BO506
3831.0,,GALLIMBERTI Marcello,2000,CM,POL.BIENATE MAGNAGO ATL.,1 su- 1,Besana Brianza,2015-06-07,https://www.fidal.it/atleta/GALLIMBERTI-Marcello/dq2RlJOnamk%3D,https://www.fidal.it/societa/POL-BIENATE-MAGNAGO-ATL-/MI157
3824.0,,BARA Ousseni,2000,CM,ORATORIO ROE VOLCIANO,2 su- 1,Chiari,2015-09-26,https://www.fidal.it/atleta/BARA-Ousseni/dqqRl5elamY%3D,https://www.fidal.it/societa/ORATORIO-ROE-VOLCIANO/BS184
3822.0,,MORTARA Alessandro,2000,CM,SISPORT SSD,1 su- 1,Fossano,2015-06-21,https://www.fidal.it/atleta/MORTARA-Alessandro/dK6Rlpajbms%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3802.0,,ROSSI Davide,2000,CM,GEMONATLETICA S.R.L. DIL.,2 su- 1,Udine,2015-09-12,https://www.fidal.it/atleta/ROSSI-Davide/eayRk5SibWQ%3D,https://www.fidal.it/societa/GEMONATLETICA-S-R-L--DIL-/UD503
3768.0,,RUZZA Francesco,2000,CM,ATL.BIOTEKNA MARCON,2 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/RUZZA-Francesco/eK2RkpekbWQ%3D,https://www.fidal.it/societa/ATL-BIOTEKNA-MARCON/VE471
3764.0,,RUZZA Francesco,2000,CM,ATL.BIOTEKNA MARCON,1 su- 1,Murano,2015-06-13,https://www.fidal.it/atleta/RUZZA-Francesco/eK2RkpekbWQ%3D,https://www.fidal.it/societa/ATL-BIOTEKNA-MARCON/VE471
3755.0,,CASTELLI Davide,2000,CM,ASD ATLETICA GRAN SASSO TERAMO,8 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/CASTELLI-Davide/gayRkpKobGo%3D,https://www.fidal.it/societa/ASD-ATLETICA-GRAN-SASSO-TERAMO/TE138
3742.0,,CANDIOTTO Lorenzo,2000,CM,G.S. FIAMME ORO PADOVA,2 su- 1,Voltabarozzo,2015-05-09,https://www.fidal.it/atleta/CANDIOTTO-Lorenzo/eKqRkpafbms%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
3704.0,,CONCINI Alessandro,2000,CM,ATL.  VALLI DI NON E SOLE,2 su- 1,Borgo Valsugana,2015-09-13,https://www.fidal.it/atleta/CONCINI-Alessandro/d6iRkpunbWw%3D,https://www.fidal.it/societa/ATL--VALLI-DI-NON-E-SOLE/TN102
3703.0,,MALDIFASSI Manuel juan leonardo,2000,CM,ATL. TRADATE,3 su- 1,Olgiate Olona,2015-05-10,https://www.fidal.it/atleta/MALDIFASSI-Manuel-juan-leonardo/drKRkpijaWU%3D,https://www.fidal.it/societa/ATL--TRADATE/VA476
3670.0,,FAVRO Gabriele,2000,CM,GRUPPO SPORTIVI CHIVASSESI,1 su- 1,Santhia,2015-06-06,https://www.fidal.it/atleta/FAVRO-Gabriele/dKAAARk5ufamo%3D,https://www.fidal.it/societa/GRUPPO-SPORTIVI-CHIVASSESI/TO034
3669.0,,RIGHI Vieri,2000,CM,ATLETICA FUTURA A.S.D.,1 su- 1,Grosseto,2015-06-28,https://www.fidal.it/atleta/RIGHI-Vieri/famRkpKjbmk%3D,https://www.fidal.it/societa/ATLETICA-FUTURA-A-S-D-/FI384
3664.0,,TRANCHERO Alessandro,2000,CM,ATLETICA IVREA,2 su- 1,Santhia,2015-09-20,https://www.fidal.it/atleta/TRANCHERO-Alessandro/dK6RlZqmcGg%3D,https://www.fidal.it/societa/ATLETICA-IVREA/TO037
3650.0,,CANDIOTTO Lorenzo,2000,CM,G.S. FIAMME ORO PADOVA,9 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/CANDIOTTO-Lorenzo/eKqRkpafbms%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
3648.0,,CASTELLI Davide,2000,CM,ASD ATLETICA GRAN SASSO TERAMO,1 su- 1,Sulmona,2015-09-20,https://www.fidal.it/atleta/CASTELLI-Davide/gayRkpKobGo%3D,https://www.fidal.it/societa/ASD-ATLETICA-GRAN-SASSO-TERAMO/TE138
3637.0,,LIVIERO Gianluca,2000,CM,C.U.S. PADOVA,3 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/LIVIERO-Gianluca/eKqRkpamcWg%3D,https://www.fidal.it/societa/C-U-S--PADOVA/PD143
3614.0,,CECCHET Cristopher,2000,CM,ATHLETIC CLUB FIREX BELLUNO,4 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/CECCHET-Cristopher/eKmRlJSocGo%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-FIREX-BELLUNO/BL009
3611.0,,CALTAGIRONE Andrea,2000,CM,5 CERCHI SEREGNO,1 su- 1,Chiari,2015-06-20,https://www.fidal.it/atleta/CALTAGIRONE-Andrea/dq2Rl5SfcGM%3D,https://www.fidal.it/societa/5-CERCHI-SEREGNO/MI087
3604.0,,PUPPO Andrea,2000,CM,AMATORI ATLETICA TRIGGIANO,1 su- 1,Bari,2015-04-18,https://www.fidal.it/atleta/PUPPO-Andrea/hKmRkpShbWg%3D,https://www.fidal.it/societa/AMATORI-ATLETICA-TRIGGIANO/BA545
3604.0,,CONCINI Alessandro,2000,CM,ATL.  VALLI DI NON E SOLE,1 su- 1,Lana,2015-04-26,https://www.fidal.it/atleta/CONCINI-Alessandro/d6iRkpunbWw%3D,https://www.fidal.it/societa/ATL--VALLI-DI-NON-E-SOLE/TN102
3596.0,,PUSCEDDU Lorenzo,2001,CM,ATL.GAGLIANICO,2 su- 1,Fossano,2015-06-21,https://www.fidal.it/atleta/PUSCEDDU-Lorenzo/dKAAARlJKmcGY%3D,https://www.fidal.it/societa/ATL-GAGLIANICO/VC043
3578.0,,BAU' Patrick,2000,CM,S.G EISACKTAL RAIFFEISEN ASV,2 su- 1,Lana,2015-04-26,https://www.fidal.it/atleta/BAU-Patrick/iaiRk5Kna2c%3D,https://www.fidal.it/societa/S-G-EISACKTAL-RAIFFEISEN-ASV/BZ068
3568.0,,DELLA NAVE Nicolo',2000,CM,POL. PENTACOM,3 su- 1,Chiari,2015-09-26,https://www.fidal.it/atleta/DELLA-NAVE-Nicolo-/dqiSl5eocGw%3D,https://www.fidal.it/societa/POL--PENTACOM/SO408
3564.0,,SCAPARONE Marco,2000,CM,A.S.D. ATL. FOSSANO '75,3 su- 1,Santhia,2015-09-20,https://www.fidal.it/atleta/SCAPARONE-Marco/dKyRlJelbGk%3D,https://www.fidal.it/societa/A-S-D--ATL--FOSSANO-75/CN001
3559.0,,PUPPO Andrea,2000,CM,AMATORI ATLETICA TRIGGIANO,1 su- 1,Bari,2015-07-18,https://www.fidal.it/atleta/PUPPO-Andrea/hKmRkpShbWg%3D,https://www.fidal.it/societa/AMATORI-ATLETICA-TRIGGIANO/BA545
3549.0,,SANTO Francesco,2000,CM,CUS INSUBRIA,4 su- 1,Chiari,2015-09-26,https://www.fidal.it/atleta/SANTO-Francesco/drKRk5KnbWU%3D,https://www.fidal.it/societa/CUS-INSUBRIA/VA123
3548.0,,PELLI Alessandro,2000,CM,ATL.SESTESE,2 su- 1,Grosseto,2015-06-28,https://www.fidal.it/atleta/PELLI-Alessandro/faqRkpOocGY%3D,https://www.fidal.it/societa/ATL-SESTESE/FI005
3547.0,,MORTARA Alessandro,2000,CM,SISPORT SSD,2 su- 1,Torino,2015-10-17,https://www.fidal.it/atleta/MORTARA-Alessandro/dK6Rlpajbms%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3530.0,,CECCHET Cristopher,2000,CM,ATHLETIC CLUB FIREX BELLUNO,1 su- 1,Agordo,2015-05-01,https://www.fidal.it/atleta/CECCHET-Cristopher/eKmRlJSocGo%3D,https://www.fidal.it/societa/ATHLETIC-CLUB-FIREX-BELLUNO/BL009
3516.0,,CORDELLA Stefano,2001,CM,U.S. AUDACES NAVE,5 su- 1,Chiari,2015-09-26,https://www.fidal.it/atleta/CORDELLA-Stefano/dqqRl5aobGw%3D,https://www.fidal.it/societa/U-S--AUDACES-NAVE/BS201
3515.0,,PUPPO Andrea,2000,CM,AMATORI ATLETICA TRIGGIANO,1 se- 1,Bari,2015-05-24,https://www.fidal.it/atleta/PUPPO-Andrea/hKmRkpShbWg%3D,https://www.fidal.it/societa/AMATORI-ATLETICA-TRIGGIANO/BA545
3514.0,,LIVIERO Gianluca,2000,CM,C.U.S. PADOVA,1 su- 1,Vicenza,2015-06-20,https://www.fidal.it/atleta/LIVIERO-Gianluca/eKqRkpamcWg%3D,https://www.fidal.it/societa/C-U-S--PADOVA/PD143
3496.0,,VETTOR Gabriele,2000,CM,POL. CASTELFRANCO EMILIA,2 se- 1,Cattolica,2015-09-20,https://www.fidal.it/atleta/VETTOR-Gabriele/eqyRkpKobGk%3D,https://www.fidal.it/societa/POL--CASTELFRANCO-EMILIA/MO060
3490.0,,MORTARA Alessandro,2000,CM,SISPORT SSD,1 su- 1,Pinerolo,2015-05-10,https://www.fidal.it/atleta/MORTARA-Alessandro/dK6Rlpajbms%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3479.0,,AGBOMEMEWA Stinger ayedou,2000,CM,POL. LIB. CERNUSCHESE,4 su- 1,Olgiate Olona,2015-05-10,https://www.fidal.it/atleta/AGBOMEMEWA-Stinger-ayedou/dquRk5WocGY%3D,https://www.fidal.it/societa/POL--LIB--CERNUSCHESE/CO039
3457.0,,SFREGOLA Mattia,2001,CM,ATHLETIC TEAM BARLETTA,1 su- 1,Bari,2015-09-12,https://www.fidal.it/atleta/SFREGOLA-Mattia/hKmRkpagbmc%3D,https://www.fidal.it/societa/ATHLETIC-TEAM-BARLETTA/BA068
3451.0,,DESTER Dario,2000,CM,CREMONA SPORTIVA ATL. ARVEDI,6 su- 1,Chiari,2015-09-26,https://www.fidal.it/atleta/DESTER-Dario/dqiSl5akbGs%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
3450.0,,POGGI Carlo,2000,CM,BERGAMO STARS ATLETICA,1 su- 1,Bergamo,2015-05-03,https://www.fidal.it/atleta/POGGI-Carlo/dqmRmJSjaGU%3D,https://www.fidal.it/societa/BERGAMO-STARS-ATLETICA/BG795
3443.0,,FAVRO Gabriele,2000,CM,GRUPPO SPORTIVI CHIVASSESI,2 su- 1,Pinerolo,2015-05-10,https://www.fidal.it/atleta/FAVRO-Gabriele/dKAAARk5ufamo%3D,https://www.fidal.it/societa/GRUPPO-SPORTIVI-CHIVASSESI/TO034
3433.0,,SFREGOLA Mattia,2001,CM,ATHLETIC TEAM BARLETTA,2 su- 1,Bari,2015-07-18,https://www.fidal.it/atleta/SFREGOLA-Mattia/hKmRkpagbmc%3D,https://www.fidal.it/societa/ATHLETIC-TEAM-BARLETTA/BA068
3417.0,,VETTOR Gabriele,2000,CM,POL. CASTELFRANCO EMILIA,1 su- 1,Modena,2015-05-13,https://www.fidal.it/atleta/VETTOR-Gabriele/eqyRkpKobGk%3D,https://www.fidal.it/societa/POL--CASTELFRANCO-EMILIA/MO060
3413.0,,PUSCEDDU Lorenzo,2001,CM,ATL.GAGLIANICO,4 su- 1,Santhia,2015-09-20,https://www.fidal.it/atleta/PUSCEDDU-Lorenzo/dKAAARlJKmcGY%3D,https://www.fidal.it/societa/ATL-GAGLIANICO/VC043
3410.0,,LIVIERO Gianluca,2000,CM,C.U.S. PADOVA,3 su- 1,Voltabarozzo,2015-05-09,https://www.fidal.it/atleta/LIVIERO-Gianluca/eKqRkpamcWg%3D,https://www.fidal.it/societa/C-U-S--PADOVA/PD143
3394.0,,OBERTO Nicolo' antonio,2000,CM,ASDP ATLETICA PINEROLO,3 su- 1,Pinerolo,2015-05-10,https://www.fidal.it/atleta/OBERTO-Nicolo-antonio/dK6RlpajaWw%3D,https://www.fidal.it/societa/ASDP-ATLETICA-PINEROLO/TO016
3393.0,,GATTI Diego,2000,CM,TREVISATLETICA,5 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/GATTI-Diego/eKyRkpiobGM%3D,https://www.fidal.it/societa/TREVISATLETICA/TV354
3386.0,,CARIOLATO Matteo,2001,CM,POLISPORTIVA VALDAGNO,2 su- 1,Vicenza,2015-06-20,https://www.fidal.it/atleta/CARIOLATO-Matteo/eK6RkpmjcGQ%3D,https://www.fidal.it/societa/POLISPORTIVA-VALDAGNO/VI644
3377.0,,FELETTO Tiziano,2000,CM,NUOVA ATLETICA  3 COMUNI,1 su- 1,Villorba,2015-06-13,https://www.fidal.it/atleta/FELETTO-Tiziano/eKyRkpiobWs%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-3-COMUNI/TV371
3372.0,,CACCINI Alessandro,2001,CM,COLLECTION ATLETICA SAMBENEDET,1 su- 1,Osimo,2015-04-26,https://www.fidal.it/atleta/CACCINI-Alessandro/e6qRkpOnaGQ%3D,https://www.fidal.it/societa/COLLECTION-ATLETICA-SAMBENEDET/AP034
3367.0,,CALTAGIRONE Andrea,2000,CM,5 CERCHI SEREGNO,2 su- 1,Besana Brianza,2015-06-07,https://www.fidal.it/atleta/CALTAGIRONE-Andrea/dq2Rl5SfcGM%3D,https://www.fidal.it/societa/5-CERCHI-SEREGNO/MI087
3360.0,,NOVO Lorenzo,2001,CM,GRUPPO SPORTIVI CHIVASSESI,5 su- 1,Santhia,2015-09-20,https://www.fidal.it/atleta/NOVO-Lorenzo/dK6RlZunamw%3D,https://www.fidal.it/societa/GRUPPO-SPORTIVI-CHIVASSESI/TO034
3342.0,,SEMERARO Luca,2000,CM,ASD. ATL. L'AMICO-CRAS TARANTO,2 su- 1,Bari,2015-09-12,https://www.fidal.it/atleta/SEMERARO-Luca/hK2RkpKlams%3D,https://www.fidal.it/societa/ASD--ATL--L-AMICO-CRAS-TARANTO/TA413
3331.0,,MONGUZZI Alessandro,2000,CM,G.S.A. BRUGHERIO,3 su- 1,Besana Brianza,2015-06-07,https://www.fidal.it/atleta/MONGUZZI-Alessandro/dq2Rk5mjcWo%3D,https://www.fidal.it/societa/G-S-A--BRUGHERIO/MI116
3331.0,,DEL GRANDE Lorenzo,2000,CM,POLISP.S.STEFANO BORGOMANERO,6 su- 1,Santhia,2015-09-20,https://www.fidal.it/atleta/DEL-GRANDE-Lorenzo/dK2Rk5ulcGc%3D,https://www.fidal.it/societa/POLISP-S-STEFANO-BORGOMANERO/NO007
3316.0,,LATTANZIO Giorgio,2001,CM,AMATORI ATLETICA TRIGGIANO,3 su- 1,Bari,2015-07-18,https://www.fidal.it/atleta/LATTANZIO-Giorgio/hKmRkpKgcWw%3D,https://www.fidal.it/societa/AMATORI-ATLETICA-TRIGGIANO/BA545
3316.0,,ANGIOLINI Tommaso,2000,CM,S.S. TRIONFO LIGURE,10 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/ANGIOLINI-Tommaso/damRkpWnb2U%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
3311.0,,BERTOLDO Michele,2001,CM,U.S. SUMMANO,3 su- 1,Vicenza,2015-06-20,https://www.fidal.it/atleta/BERTOLDO-Michele/eK6RkpqnbGo%3D,https://www.fidal.it/societa/U-S--SUMMANO/VI615
3310.0,,MICCO Giulio,2000,CM,LIBERTAS AMATORI ATLETICA LEGG,11 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/MICCO-Giulio/gKqRkpKobmk%3D,https://www.fidal.it/societa/LIBERTAS-AMATORI-ATLETICA-LEGG/BN800
3299.0,,CALIFANO Stefano,2000,CM,TREVISATLETICA,6 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/CALIFANO-Stefano/eKyRkpqgaGo%3D,https://www.fidal.it/societa/TREVISATLETICA/TV354
3299.0,,SIRELLO Simone,2000,CM,A.S.D. ATLETICA ALBA DOCILIA,1 su- 1,Boissano,2015-09-26,https://www.fidal.it/atleta/SIRELLO-Simone/daiUlpaocWg%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-ALBA-DOCILIA/SV026
3288.0,,DEL CORONA Michele,2000,CM,ATLETICA LIVORNO,3 su- 1,Grosseto,2015-06-28,https://www.fidal.it/atleta/DEL-CORONA-Michele/faiSkpimaGo%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
3273.0,,LANDO Manuel,2000,CM,GR.SP.DIL.SCOL MARCONI CASSOLA,4 su- 1,Vicenza,2015-06-20,https://www.fidal.it/atleta/LANDO-Manuel/eK6RkpifaGQ%3D,https://www.fidal.it/societa/GR-SP-DIL-SCOL-MARCONI-CASSOLA/VI632
3272.0,,MORIGI Lorenzo,2000,CM,POL.ATL. ENDAS CESENATICO,2 su- 1,Bologna,2015-06-20,https://www.fidal.it/atleta/MORIGI-Lorenzo/equRkpKfb2g%3D,https://www.fidal.it/societa/POL-ATL--ENDAS-CESENATICO/FC338
3272.0,,DI LORENZO Brayan,2000,CM,A.S.D.AMAT.ATLETICA SERAFINI,1 su- 1,Teramo,2015-10-18,https://www.fidal.it/atleta/DI-LORENZO-Brayan/gamRkpOiaWc%3D,https://www.fidal.it/societa/A-S-D-AMAT-ATLETICA-SERAFINI/AQ014
3269.0,,MORIGI Lorenzo,2000,CM,POL.ATL. ENDAS CESENATICO,1 su- 1,Cesena,2015-04-26,https://www.fidal.it/atleta/MORIGI-Lorenzo/equRkpKfb2g%3D,https://www.fidal.it/societa/POL-ATL--ENDAS-CESENATICO/FC338
3267.0,,ARRIUS Alessandro,2001,CM,O.S.A. SARONNO LIB.,7 su- 1,Chiari,2015-09-26,https://www.fidal.it/atleta/ARRIUS-Alessandro/drKRkpiib2M%3D,https://www.fidal.it/societa/O-S-A--SARONNO-LIB-/VA119
3266.0,,SIMONATO Michele,2001,CM,ATL.BIOTEKNA MARCON,7 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/SIMONATO-Michele/eK2RkpWgaGw%3D,https://www.fidal.it/societa/ATL-BIOTEKNA-MARCON/VE471
3261.0,,TONNI Massimiliano,2000,CM,U.S. SERLE,2 su- 1,Chiari,2015-06-20,https://www.fidal.it/atleta/TONNI-Massimiliano/dqqRl5amamw%3D,https://www.fidal.it/societa/U-S--SERLE/BS191
3252.0,,DEL GRANDE Lorenzo,2000,CM,POLISP.S.STEFANO BORGOMANERO,3 su- 1,Fossano,2015-06-21,https://www.fidal.it/atleta/DEL-GRANDE-Lorenzo/dK2Rk5ulcGc%3D,https://www.fidal.it/societa/POLISP-S-STEFANO-BORGOMANERO/NO007
3248.0,,MORTARA Alessandro,2000,CM,SISPORT SSD,1 su- 1,Fossano,2015-06-13,https://www.fidal.it/atleta/MORTARA-Alessandro/dK6Rlpajbms%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3244.0,,LANDO Manuel,2000,CM,GR.SP.DIL.SCOL MARCONI CASSOLA,8 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/LANDO-Manuel/eK6RkpifaGQ%3D,https://www.fidal.it/societa/GR-SP-DIL-SCOL-MARCONI-CASSOLA/VI632
3243.0,,MORIGI Lorenzo,2000,CM,POL.ATL. ENDAS CESENATICO,3 se- 1,Cattolica,2015-09-20,https://www.fidal.it/atleta/MORIGI-Lorenzo/equRkpKfb2g%3D,https://www.fidal.it/societa/POL-ATL--ENDAS-CESENATICO/FC338
3234.0,,GATTI Diego,2000,CM,TREVISATLETICA,2 su- 1,Villorba,2015-06-13,https://www.fidal.it/atleta/GATTI-Diego/eKyRkpiobGM%3D,https://www.fidal.it/societa/TREVISATLETICA/TV354
3227.0,,TRANCHERO Alessandro,2000,CM,ATLETICA IVREA,2 su- 1,Santhia,2015-06-06,https://www.fidal.it/atleta/TRANCHERO-Alessandro/dK6RlZqmcGg%3D,https://www.fidal.it/societa/ATLETICA-IVREA/TO037
3223.0,,FOCILLA Davin,2001,CM,RUNNER TEAM 99 SBV,3 su- 1,Santhia,2015-06-06,https://www.fidal.it/atleta/FOCILLA-Davin/dK6RlZuka2M%3D,https://www.fidal.it/societa/RUNNER-TEAM-99-SBV/TO185
3221.0,,RONZONI Simone,2000,CM,U.S. OLIMPIA BERGAMO,8 su- 1,Chiari,2015-09-26,https://www.fidal.it/atleta/RONZONI-Simone/dqmRl5mla2w%3D,https://www.fidal.it/societa/U-S--OLIMPIA-BERGAMO/BG138
3220.0,,BIANCHI Raffaele,2000,CM,ATLETICA MONZA,5 su- 1,Olgiate Olona,2015-05-10,https://www.fidal.it/atleta/BIANCHI-Raffaele/dq2RlZmgamw%3D,https://www.fidal.it/societa/ATLETICA-MONZA/MI710
3216.0,,MICCO Giulio,2000,CM,LIBERTAS AMATORI ATLETICA LEGG,1 fi- 1,Salerno,2015-10-04,https://www.fidal.it/atleta/MICCO-Giulio/gKqRkpKobmk%3D,https://www.fidal.it/societa/LIBERTAS-AMATORI-ATLETICA-LEGG/BN800
3211.0,,ANGIOLINI Tommaso,2000,CM,S.S. TRIONFO LIGURE,2 su- 1,Boissano,2015-09-26,https://www.fidal.it/atleta/ANGIOLINI-Tommaso/damRkpWnb2U%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
3205.0,,SEMERARO Luca,2000,CM,ASD. ATL. L'AMICO-CRAS TARANTO,4 su- 1,Bari,2015-07-18,https://www.fidal.it/atleta/SEMERARO-Luca/hK2RkpKlams%3D,https://www.fidal.it/societa/ASD--ATL--L-AMICO-CRAS-TARANTO/TA413
3191.0,,PALUMMIERI Giulio,2000,CM,POL.BIENATE MAGNAGO ATL.,6 su- 1,Olgiate Olona,2015-05-10,https://www.fidal.it/atleta/PALUMMIERI-Giulio/dq2RlJOnaWU%3D,https://www.fidal.it/societa/POL-BIENATE-MAGNAGO-ATL-/MI157
