prestazione,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
3798.0,,SARTO Ginevra,2001,CF,100 TORRI & VIGEVANO ATL.YOUNG,1 su- 1,Chiari,2015-09-26,https://www.fidal.it/atleta/SARTO-Ginevra/dqAAARl5Sja2Q%3D,https://www.fidal.it/societa/100-TORRI-&-VIGEVANO-ATL-YOUNG/PV155
3761.0,,FRANCO Aminata',2000,CF,ATL.MONTEBELLUNA VENETO BANCA,4 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/FRANCO-Aminata-/eKyRkpqjcGw%3D,https://www.fidal.it/societa/ATL-MONTEBELLUNA-VENETO-BANCA/TV335
3749.0,,ZANON Veronica,2001,CF,ATLETICA GALLIERA VENETA,2 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/ZANON-Veronica/eKqRkpOmb2k%3D,https://www.fidal.it/societa/ATLETICA-GALLIERA-VENETA/PD161
3727.0,,CALA Teuta,2000,CF,ATL. STUDENTESCA CA.RI.RI,5 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/CALA-Teuta/f6uRkpKmb2Y%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
3706.0,,SPEZZAFERRO Martina,2000,CF,A.S.D. ENTERPRISE YOUNG,1 fi- 1,Napoli,2015-06-14,https://www.fidal.it/atleta/SPEZZAFERRO-Martina/gKyRkpaiams%3D,https://www.fidal.it/societa/A-S-D--ENTERPRISE-YOUNG/NA986
3671.0,,TOSO Marta,2000,CF,ATLETICA STRONESE-ZANI SRL,1 su- 1,Fossano,2015-06-21,https://www.fidal.it/atleta/TOSO-Marta/dKAAARk5qkcGs%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3669.0,,BOSCARO Linda,2000,CF,ATLETICA RIVIERA DEL BRENTA,3 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/BOSCARO-Linda/eK2RkpWnaGo%3D,https://www.fidal.it/societa/ATLETICA-RIVIERA-DEL-BRENTA/VE473
3654.0,,PIAZZI Giulia,2000,CF,N.ATL. FANFULLA LODIGIANA,1 su- 1,Olgiate Olona,2015-05-10,https://www.fidal.it/atleta/PIAZZI-Giulia/dq2RlZuncWY%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
3654.0,,FRANCO Aminata',2000,CF,ATL.MONTEBELLUNA VENETO BANCA,4 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/FRANCO-Aminata-/eKyRkpqjcGw%3D,https://www.fidal.it/societa/ATL-MONTEBELLUNA-VENETO-BANCA/TV335
3650.0,,MENZ Anna,2000,CF,SPORTCLUB MERAN ASV,6 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/MENZ-Anna/iaiRk5KobGU%3D,https://www.fidal.it/societa/SPORTCLUB-MERAN-ASV/BZ019
3645.0,,TOSO Marta,2000,CF,ATLETICA STRONESE-ZANI SRL,1 su- 1,Santhia,2015-09-20,https://www.fidal.it/atleta/TOSO-Marta/dKAAARk5qkcGs%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3610.0,,MOMO Costanza,2000,CF,SISPORT SSD,2 su- 1,Fossano,2015-06-21,https://www.fidal.it/atleta/MOMO-Costanza/dK6Rlpajbmo%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3604.0,,BERNARDI Roberta,2000,CF,ASI ATLETICA BREGANZE,5 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/BERNARDI-Roberta/eK6RkpWlbWc%3D,https://www.fidal.it/societa/ASI-ATLETICA-BREGANZE/VI619
3604.0,,COSTA Valery,2001,CF,ATLETICA STRONESE-ZANI SRL,2 su- 1,Santhia,2015-09-20,https://www.fidal.it/atleta/COSTA-Valery/dKAAARlJKobmU%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3597.0,,BERNARDI Roberta,2000,CF,ASI ATLETICA BREGANZE,1 su- 1,Vicenza,2015-06-20,https://www.fidal.it/atleta/BERNARDI-Roberta/eK6RkpWlbWc%3D,https://www.fidal.it/societa/ASI-ATLETICA-BREGANZE/VI619
3597.0,,BOSCARO Linda,2000,CF,ATLETICA RIVIERA DEL BRENTA,2 su- 1,Rossano Veneto,2015-09-06,https://www.fidal.it/atleta/BOSCARO-Linda/eK2RkpWnaGo%3D,https://www.fidal.it/societa/ATLETICA-RIVIERA-DEL-BRENTA/VE473
3586.0,,SARTORI Lucrezia,2001,CF,G.A. BASSANO,2 su- 1,Vicenza,2015-06-20,https://www.fidal.it/atleta/SARTORI-Lucrezia/eK6RkpWgamk%3D,https://www.fidal.it/societa/G-A--BASSANO/VI614
3582.0,,SARTO Ginevra,2001,CF,100 TORRI & VIGEVANO ATL.YOUNG,3 su- 1,Rossano Veneto,2015-09-06,https://www.fidal.it/atleta/SARTO-Ginevra/dqAAARl5Sja2Q%3D,https://www.fidal.it/societa/100-TORRI-&-VIGEVANO-ATL-YOUNG/PV155
3579.0,,MENCHINI Rebecca,2001,CF,ATLETICA STRONESE-ZANI SRL,3 su- 1,Santhia,2015-09-20,https://www.fidal.it/atleta/MENCHINI-Rebecca/dKAAARk5uibGY%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3570.0,,MOMO Costanza,2000,CF,SISPORT SSD,1 su- 1,Pinerolo,2015-05-10,https://www.fidal.it/atleta/MOMO-Costanza/dK6Rlpajbmo%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3568.0,,MENCHINI Rebecca,2001,CF,ATLETICA STRONESE-ZANI SRL,3 su- 1,Fossano,2015-06-21,https://www.fidal.it/atleta/MENCHINI-Rebecca/dKAAARk5uibGY%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3566.0,,MENZ Anna,2000,CF,SPORTCLUB MERAN ASV,1 su- 1,Lana,2015-04-26,https://www.fidal.it/atleta/MENZ-Anna/iaiRk5KobGU%3D,https://www.fidal.it/societa/SPORTCLUB-MERAN-ASV/BZ019
3563.0,,SARTO Ginevra,2001,CF,100 TORRI & VIGEVANO ATL.YOUNG,7 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/SARTO-Ginevra/dqAAARl5Sja2Q%3D,https://www.fidal.it/societa/100-TORRI-&-VIGEVANO-ATL-YOUNG/PV155
3527.0,,TOSO Marta,2000,CF,ATLETICA STRONESE-ZANI SRL,8 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/TOSO-Marta/dKAAARk5qkcGs%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3523.0,,SILVESTRI Emma,2001,CF,COLLECTION ATLETICA SAMBENEDET,1 su- 1,Osimo,2015-04-26,https://www.fidal.it/atleta/SILVESTRI-Emma/e6qRkpOlamo%3D,https://www.fidal.it/societa/COLLECTION-ATLETICA-SAMBENEDET/AP034
3518.0,,SARTORI Lucrezia,2001,CF,G.A. BASSANO,9 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/SARTORI-Lucrezia/eK6RkpWgamk%3D,https://www.fidal.it/societa/G-A--BASSANO/VI614
3517.0,,DE MEO Fabrizia,2000,CF,U.S. FOGGIA ATL. LEGGERA,1 su- 1,Bari,2015-07-18,https://www.fidal.it/atleta/DE-MEO-Fabrizia/hKuRkpKnb2Q%3D,https://www.fidal.it/societa/U-S--FOGGIA-ATL--LEGGERA/FG202
3496.0,,BERNARDI Roberta,2000,CF,ASI ATLETICA BREGANZE,10 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/BERNARDI-Roberta/eK6RkpWlbWc%3D,https://www.fidal.it/societa/ASI-ATLETICA-BREGANZE/VI619
3484.0,,BOSCARO Linda,2000,CF,ATLETICA RIVIERA DEL BRENTA,11 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/BOSCARO-Linda/eK2RkpWnaGo%3D,https://www.fidal.it/societa/ATLETICA-RIVIERA-DEL-BRENTA/VE473
3479.0,,NERI Martina,2000,CF,FINCANTIERI ATL. MONFALCONE,3 su- 1,Udine,2015-09-12,https://www.fidal.it/atleta/NERI-Martina/eamRkpmfcGY%3D,https://www.fidal.it/societa/FINCANTIERI-ATL--MONFALCONE/GO047
3476.0,,CALA Teuta,2000,CF,ATL. STUDENTESCA CA.RI.RI,1 su- 1,Rieti,2015-04-25,https://www.fidal.it/atleta/CALA-Teuta/f6uRkpKmb2Y%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
3473.0,,PIAZZI Giulia,2000,CF,N.ATL. FANFULLA LODIGIANA,1 su- 1,Bergamo,2015-05-03,https://www.fidal.it/atleta/PIAZZI-Giulia/dq2RlZuncWY%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
3464.0,,TOSO Marta,2000,CF,ATLETICA STRONESE-ZANI SRL,1 su- 1,Santhia,2015-06-06,https://www.fidal.it/atleta/TOSO-Marta/dKAAARk5qkcGs%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3464.0,,CHIARATTI Sara,2001,CF,S.S. TRIONFO LIGURE,12 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/CHIARATTI-Sara/damRkpKoa2o%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
3462.0,,DE MARCO Carlotta,2000,CF,CENTRO ATLETICA PIOMBINO,1 su- 1,Grosseto,2015-06-28,https://www.fidal.it/atleta/DE-MARCO-Carlotta/fayRkpKfaGg%3D,https://www.fidal.it/societa/CENTRO-ATLETICA-PIOMBINO/LI038
3452.0,,SPINELLI Gerardina,2000,CF,A.S.D. ATL. AGROPOLI,2 fi- 1,Napoli,2015-06-14,https://www.fidal.it/atleta/SPINELLI-Gerardina/gK2RkpKhaWk%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
3449.0,,KONGKAEW Atitaya,2001,CF,POL. OLONIA,2 su- 1,Olgiate Olona,2015-05-10,https://www.fidal.it/atleta/KONGKAEW-Atitaya/drKRk5KgaWk%3D,https://www.fidal.it/societa/POL--OLONIA/VA129
3445.0,,VALLARIO Maria,2000,CF,AL BOVIO FOGGIA,1 su- 1,Foggia,2015-04-09,https://www.fidal.it/atleta/VALLARIO-Maria/g6mRkpKhcGQ%3D,https://www.fidal.it/societa/AL-BOVIO-FOGGIA/FG287
3442.0,,GENTILI Eleonora,2000,CF,ASSI GIGLIO ROSSO FIRENZE,2 su- 1,Grosseto,2015-06-28,https://www.fidal.it/atleta/GENTILI-Eleonora/faqRkpWibWM%3D,https://www.fidal.it/societa/ASSI-GIGLIO-ROSSO-FIRENZE/FI001
3433.0,,PIAZZI Giulia,2000,CF,N.ATL. FANFULLA LODIGIANA,13 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/PIAZZI-Giulia/dq2RlZuncWY%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
3428.0,,FACCO Alice,2001,CF,S.G.M. FORZA E CORAGGIO,1 su- 1,Besana Brianza,2015-06-07,https://www.fidal.it/atleta/FACCO-Alice/dq2RlZOmbGU%3D,https://www.fidal.it/societa/S-G-M--FORZA-E-CORAGGIO/MI052
3426.0,,SALA Sofia,2001,CF,POL. OLONIA,3 su- 1,Olgiate Olona,2015-05-10,https://www.fidal.it/atleta/SALA-Sofia/drKRkpalcGg%3D,https://www.fidal.it/societa/POL--OLONIA/VA129
3421.0,,SALA Sofia,2001,CF,POL. OLONIA,2 su- 1,Chiari,2015-09-26,https://www.fidal.it/atleta/SALA-Sofia/drKRkpalcGg%3D,https://www.fidal.it/societa/POL--OLONIA/VA129
3420.0,,COSTA Valery,2001,CF,ATLETICA STRONESE-ZANI SRL,4 su- 1,Fossano,2015-06-21,https://www.fidal.it/atleta/COSTA-Valery/dKAAARlJKobmU%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3417.0,,PIAZZI Giulia,2000,CF,N.ATL. FANFULLA LODIGIANA,3 su- 1,Chiari,2015-09-26,https://www.fidal.it/atleta/PIAZZI-Giulia/dq2RlZuncWY%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
3409.0,,MURARO Alice,2000,CF,CSI FIAMM ATL. PROV.DI VICENZA,3 su- 1,Vicenza,2015-06-20,https://www.fidal.it/atleta/MURARO-Alice/eK6RkpalcGQ%3D,https://www.fidal.it/societa/CSI-FIAMM-ATL--PROV-DI-VICENZA/VI622
3409.0,,GIOVANNINI Marta giaele,2001,CF,ATLETICA LIVORNO,3 su- 1,Grosseto,2015-06-28,https://www.fidal.it/atleta/GIOVANNINI-Marta-giaele/faiSk5KjbGk%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
3398.0,,SARTO Ginevra,2001,CF,100 TORRI & VIGEVANO ATL.YOUNG,1 su- 1,Chiari,2015-06-20,https://www.fidal.it/atleta/SARTO-Ginevra/dqAAARl5Sja2Q%3D,https://www.fidal.it/societa/100-TORRI-&-VIGEVANO-ATL-YOUNG/PV155
3393.0,,PERETTI Alessia,2000,CF,ATL.  VALLI DI NON E SOLE,2 su- 1,Lana,2015-04-26,https://www.fidal.it/atleta/PERETTI-Alessia/d6iRk5eob2g%3D,https://www.fidal.it/societa/ATL--VALLI-DI-NON-E-SOLE/TN102
3393.0,,CASAROTTI Beatrice,2000,CF,FONDAZIONE M. BENTEGODI,1 su- 1,Verona,2015-06-13,https://www.fidal.it/atleta/CASAROTTI-Beatrice/eKAAARk5SfaGc%3D,https://www.fidal.it/societa/FONDAZIONE-M--BENTEGODI/VR784
3392.0,,MURARO Alice,2000,CF,CSI FIAMM ATL. PROV.DI VICENZA,6 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/MURARO-Alice/eK6RkpalcGQ%3D,https://www.fidal.it/societa/CSI-FIAMM-ATL--PROV-DI-VICENZA/VI622
3379.0,,RONCATO Anna,2001,CF,ATL.AUDACE NOALE,1 su- 1,Murano,2015-06-13,https://www.fidal.it/atleta/RONCATO-Anna/eK2RkpemcWw%3D,https://www.fidal.it/societa/ATL-AUDACE-NOALE/VE464
3377.0,,MOMO Costanza,2000,CF,SISPORT SSD,1 su- 1,Fossano,2015-06-13,https://www.fidal.it/atleta/MOMO-Costanza/dK6Rlpajbmo%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3373.0,,TRONCHIN Stella,2000,CF,NUOVA ATLETICA SAN LAZZARO,1 su- 1,Villorba,2015-06-13,https://www.fidal.it/atleta/TRONCHIN-Stella/eKyRk5Oga2Q%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-SAN-LAZZARO/TV394
3369.0,,GALLOTTI Anna,2000,CF,N.ATL. FANFULLA LODIGIANA,2 su- 1,Besana Brianza,2015-06-07,https://www.fidal.it/atleta/GALLOTTI-Anna/dq2RlpWkbWc%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
3368.0,,SARTO Ginevra,2001,CF,100 TORRI & VIGEVANO ATL.YOUNG,4 su- 1,Olgiate Olona,2015-05-10,https://www.fidal.it/atleta/SARTO-Ginevra/dqAAARl5Sja2Q%3D,https://www.fidal.it/societa/100-TORRI-&-VIGEVANO-ATL-YOUNG/PV155
3361.0,,FRANCO Aminata',2000,CF,ATL.MONTEBELLUNA VENETO BANCA,2 su- 1,Villorba,2015-06-13,https://www.fidal.it/atleta/FRANCO-Aminata-/eKyRkpqjcGw%3D,https://www.fidal.it/societa/ATL-MONTEBELLUNA-VENETO-BANCA/TV335
3358.0,,MOLA Angela chiara,2000,CF,AMATORI ATLETICA TRIGGIANO,2 su- 1,Bari,2015-07-18,https://www.fidal.it/atleta/MOLA-Angela-chiara/hKiSmpeibGk%3D,https://www.fidal.it/societa/AMATORI-ATLETICA-TRIGGIANO/BA545
3352.0,,SPINELLI Gerardina,2000,CF,A.S.D. ATL. AGROPOLI,14 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/SPINELLI-Gerardina/gK2RkpKhaWk%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
3342.0,,SARTORI Lucrezia,2001,CF,G.A. BASSANO,7 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/SARTORI-Lucrezia/eK6RkpWgamk%3D,https://www.fidal.it/societa/G-A--BASSANO/VI614
3339.0,,BERTOLINI Maria,2000,CF,FMI PARMA SPRINT,1 su- 1,Bologna,2015-06-20,https://www.fidal.it/atleta/BERTOLINI-Maria/eqiRlpSmaWk%3D,https://www.fidal.it/societa/FMI-PARMA-SPRINT/PR077
3326.0,,GALLOTTI Anna,2000,CF,N.ATL. FANFULLA LODIGIANA,4 su- 1,Chiari,2015-09-26,https://www.fidal.it/atleta/GALLOTTI-Anna/dq2RlpWkbWc%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
3322.0,,TRISCIUOGLIO Eugenia,2000,CF,SISPORT SSD,2 su- 1,Fossano,2015-06-13,https://www.fidal.it/atleta/TRISCIUOGLIO-Eugenia/dK6RlpekaGQ%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3302.0,,BUSETTO Anna,2000,CF,ATL. RIMINI NORD SANTARCANGELO,2 su- 1,Bologna,2015-06-20,https://www.fidal.it/atleta/BUSETTO-Anna/erORkpKkb2Y%3D,https://www.fidal.it/societa/ATL--RIMINI-NORD-SANTARCANGELO/RN273
3292.0,,LENSI Francesca,2000,CF,POL. LIB. CERNUSCHESE,5 su- 1,Olgiate Olona,2015-05-10,https://www.fidal.it/atleta/LENSI-Francesca/dquRkpqlaWs%3D,https://www.fidal.it/societa/POL--LIB--CERNUSCHESE/CO039
3287.0,,TRISCIUOGLIO Eugenia,2000,CF,SISPORT SSD,2 su- 1,Pinerolo,2015-05-10,https://www.fidal.it/atleta/TRISCIUOGLIO-Eugenia/dK6RlpekaGQ%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3282.0,,SARTO Ginevra,2001,CF,100 TORRI & VIGEVANO ATL.YOUNG,3 su- 1,Besana Brianza,2015-06-07,https://www.fidal.it/atleta/SARTO-Ginevra/dqAAARl5Sja2Q%3D,https://www.fidal.it/societa/100-TORRI-&-VIGEVANO-ATL-YOUNG/PV155
3279.0,,TOSO Marta,2000,CF,ATLETICA STRONESE-ZANI SRL,1 su- 1,Asti,2015-10-04,https://www.fidal.it/atleta/TOSO-Marta/dKAAARk5qkcGs%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3272.0,,DE MEO Fabrizia,2000,CF,U.S. FOGGIA ATL. LEGGERA,2 su- 1,Foggia,2015-04-09,https://www.fidal.it/atleta/DE-MEO-Fabrizia/hKuRkpKnb2Q%3D,https://www.fidal.it/societa/U-S--FOGGIA-ATL--LEGGERA/FG202
3272.0,,DOVIER Federica,2000,CF,ATLETICA MALIGNANI LIBERTAS UD,4 su- 1,Udine,2015-09-12,https://www.fidal.it/atleta/DOVIER-Federica/eayRk5SjaWY%3D,https://www.fidal.it/societa/ATLETICA-MALIGNANI-LIBERTAS-UD/UD030
3267.0,,BOSCARO Linda,2000,CF,ATLETICA RIVIERA DEL BRENTA,2 su- 1,Murano,2015-06-13,https://www.fidal.it/atleta/BOSCARO-Linda/eK2RkpWnaGo%3D,https://www.fidal.it/societa/ATLETICA-RIVIERA-DEL-BRENTA/VE473
3258.0,,MORINI Erica,2000,CF,ATLETICA IVREA,5 su- 1,Fossano,2015-06-21,https://www.fidal.it/atleta/MORINI-Erica/dK6RlZqmbmM%3D,https://www.fidal.it/societa/ATLETICA-IVREA/TO037
3256.0,,CHIARATTI Sara,2001,CF,S.S. TRIONFO LIGURE,1 su- 1,Boissano,2015-09-26,https://www.fidal.it/atleta/CHIARATTI-Sara/damRkpKoa2o%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
3236.0,,BUSETTO Anna,2000,CF,ATL. RIMINI NORD SANTARCANGELO,1 su- 1,Santarcangelo Romagna,2015-04-11,https://www.fidal.it/atleta/BUSETTO-Anna/erORkpKkb2Y%3D,https://www.fidal.it/societa/ATL--RIMINI-NORD-SANTARCANGELO/RN273
3229.0,,PERETTI Alessia,2000,CF,ATL.  VALLI DI NON E SOLE,1 su- 1,Borgo Valsugana,2015-09-13,https://www.fidal.it/atleta/PERETTI-Alessia/d6iRk5eob2g%3D,https://www.fidal.it/societa/ATL--VALLI-DI-NON-E-SOLE/TN102
3227.0,,BONATO Beatrice,2000,CF,G.A. BASSANO,4 su- 1,Vicenza,2015-06-20,https://www.fidal.it/atleta/BONATO-Beatrice/eK6Rkpiib2s%3D,https://www.fidal.it/societa/G-A--BASSANO/VI614
3218.0,,FACCO Alice,2001,CF,S.G.M. FORZA E CORAGGIO,6 su- 1,Olgiate Olona,2015-05-10,https://www.fidal.it/atleta/FACCO-Alice/dq2RlZOmbGU%3D,https://www.fidal.it/societa/S-G-M--FORZA-E-CORAGGIO/MI052
3215.0,,FRUSTOLI Gisella,2000,CF,U.S. INTREPIDA,2 su- 1,Verona,2015-06-13,https://www.fidal.it/atleta/FRUSTOLI-Gisella/eKAAARkpmob2o%3D,https://www.fidal.it/societa/U-S--INTREPIDA/VR777
3208.0,,TASCA Martina,2000,CF,ATLETICA STRONESE-ZANI SRL,6 su- 1,Fossano,2015-06-21,https://www.fidal.it/atleta/TASCA-Martina/dKAAARk5ujaWQ%3D,https://www.fidal.it/societa/ATLETICA-STRONESE-ZANI-SRL/VC019
3205.0,,ALLEGRO Alessia,2001,CF,CSI FIAMM ATL. PROV.DI VICENZA,8 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/ALLEGRO-Alessia/eK6Rkpmka2o%3D,https://www.fidal.it/societa/CSI-FIAMM-ATL--PROV-DI-VICENZA/VI622
3195.0,,MALANO Ilaria,2000,CF,A.S. ATL. STRAMBINO,3 su- 1,Pinerolo,2015-05-10,https://www.fidal.it/atleta/MALANO-Ilaria/dK6RlZakb2c%3D,https://www.fidal.it/societa/A-S--ATL--STRAMBINO/TO177
3193.0,,DALLA COSTA Stefania,2000,CF,ASI ATLETICA BREGANZE,9 su- 1,Padova,2015-09-12,https://www.fidal.it/atleta/DALLA-COSTA-Stefania/eK6RkpiiaGo%3D,https://www.fidal.it/societa/ASI-ATLETICA-BREGANZE/VI619
3186.0,,BERTON Giorgia,2001,CF,SISPORT SSD,4 su- 1,Pinerolo,2015-05-10,https://www.fidal.it/atleta/BERTON-Giorgia/dK6Rlpaja2c%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
3186.0,,SCARDOVI Rebecca,2000,CF,ATL. LUGO,15 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/SCARDOVI-Rebecca/eqAAARkpOmamc%3D,https://www.fidal.it/societa/ATL--LUGO/RA093
3185.0,,DE MITRI Francesca,2001,CF,FOLGORE BRINDISI,1 se- 1,Bari,2015-05-24,https://www.fidal.it/atleta/DE-MITRI-Francesca/hKqSmZOia2Q%3D,https://www.fidal.it/societa/FOLGORE-BRINDISI/BR147
3183.0,,MORINI Erica,2000,CF,ATLETICA IVREA,5 su- 1,Pinerolo,2015-05-10,https://www.fidal.it/atleta/MORINI-Erica/dK6RlZqmbmM%3D,https://www.fidal.it/societa/ATLETICA-IVREA/TO037
3175.0,,BIANCHI Eva,2000,CF,ASSI GIGLIO ROSSO FIRENZE,4 su- 1,Grosseto,2015-06-28,https://www.fidal.it/atleta/BIANCHI-Eva/faqRkpKmbmg%3D,https://www.fidal.it/societa/ASSI-GIGLIO-ROSSO-FIRENZE/FI001
3166.0,,VALLARIO Maria,2000,CF,AL BOVIO FOGGIA,16 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/VALLARIO-Maria/g6mRkpKhcGQ%3D,https://www.fidal.it/societa/AL-BOVIO-FOGGIA/FG287
3164.0,,GRASSI Giorgia,2000,CF,POL.BIENATE MAGNAGO ATL.,7 su- 1,Olgiate Olona,2015-05-10,https://www.fidal.it/atleta/GRASSI-Giorgia/dq2RlZqmb2s%3D,https://www.fidal.it/societa/POL-BIENATE-MAGNAGO-ATL-/MI157
3160.0,,RUGGERI Martina,2000,CF,A.ATL. FABRIANO,17 se- 1,Sulmona,2015-10-11,https://www.fidal.it/atleta/RUGGERI-Martina/e6mRkpSfa2w%3D,https://www.fidal.it/societa/A-ATL--FABRIANO/AN002
3157.0,,SMERALDO Giulia,2000,CF,SANTO STEFANO ATLETICA PLANUM,2 su- 1,Boissano,2015-09-26,https://www.fidal.it/atleta/SMERALDO-Giulia/daqRkpKgaGY%3D,https://www.fidal.it/societa/SANTO-STEFANO-ATLETICA-PLANUM/IM042
3156.0,,TRISCIUOGLIO Eugenia,2000,CF,SISPORT SSD,2 su- 1,Asti,2015-10-04,https://www.fidal.it/atleta/TRISCIUOGLIO-Eugenia/dK6RlpekaGQ%3D,https://www.fidal.it/societa/SISPORT-SSD/TO002
