punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
868,1.64,SCOPEL Gioia,2002,AF,ANA ATL.FELTRE,5 su- 1,Padova,2018-01-13,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
868,1.64,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,1 su- 1,Padova,2007-03-04,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
868,1.64,DE PAOLI Camilla,2005,AF,ANA ATL.FELTRE,4 se- 2,Padova,2022-01-15,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
862,1.94,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,9 su- 1,Padova,2014-02-16,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
862,1.94,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,7 su- 1,Ancona,2014-02-08,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
827,1.9,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,10 su- 1,Pordenone,2014-02-01,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
827,1.9,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,4 su- 1,Pordenone,2012-01-29,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
827,1.9,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,7 su- 1,Padova,2014-02-02,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
818,1.89,SAADAOUI Omar,2008,AM,ANA ATL.FELTRE,1 se- 1,Padova,2024-01-20,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
818,1.89,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,4 su- 1,Udine,2012-01-22,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
811,1.58,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,1 su- 1,Padova,2007-02-17,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
810,1.88,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,4 su- 1,Udine,2013-03-03,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
801,1.57,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,4 se- 2,Padova,2017-02-12,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
792,1.86,SAADAOUI Omar,2008,AM,ANA ATL.FELTRE,12 su- 1,Ancona,2024-02-11,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
792,1.86,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,1 su- 1,Udine,2013-02-03,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
792,1.86,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,3 su- 1,Udine,2012-02-05,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
784,1.85,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,8 su- 1,Ancona,2012-02-18,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
784,1.85,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,2 su- 1,Pordenone,2013-02-09,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
784,1.85,SAADAOUI Omar,2008,AM,ANA ATL.FELTRE,10 se- 2,Padova,2024-01-27,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
782,1.55,SCOPEL Gioia,2002,AF,ANA ATL.FELTRE,7 su- 1,Padova,2018-02-03,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
782,1.55,SCOPEL Gioia,2002,AF,ANA ATL.FELTRE,9 su- 1,Padova,2018-01-21,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
782,1.55,D'ALBERTO Elena,2000,JF,ANA ATL.FELTRE,12 su- 1,Padova,2018-01-21,https://www.fidal.it/atleta/D-ALBERTO-Elena/eKmRlJSjb2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
775,1.84,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,3 su- 1,Padova,2012-01-15,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
741,1.8,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,5 su- 1,Padova,2012-02-04,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
741,1.8,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,3 se- 1,Padova,2011-01-16,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
741,1.8,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,2 se- 1,Padova,2011-01-29,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
741,1.8,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,9 su- 1,Ancona,2011-02-12,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
725,1.49,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,4 su- 1,Padova,2016-03-05,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
716,1.48,D'ALBERTO Elena,2000,CF,ANA ATL.FELTRE,8 su- 1,Padova,2015-01-21,https://www.fidal.it/atleta/D-ALBERTO-Elena/eKmRlJSjb2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
716,1.48,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,5 su- 1,Padova,2016-02-14,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
706,1.47,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,4 su- 1,Padova,2016-02-07,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
668,1.43,DE MARCHI Veronica,1994,CF,ANA ATL.FELTRE,6 su- 1,Padova,2009-02-22,https://www.fidal.it/atleta/DE-MARCHI-Veronica/eKmRlJOmbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
668,1.43,SARTORI Luna,2003,CF,ANA ATL.FELTRE,10 su- 1,Padova,2018-02-24,https://www.fidal.it/atleta/SARTORI-Luna/eKmRlJijcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
655,1.7,BALDISSERI Pietro,2008,CM,ANA ATL.FELTRE,4 se- 2,Padova,2023-02-25,https://www.fidal.it/atleta/BALDISSERI-Pietro/eKmRlJeocGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
640,1.4,SARTORI Luna,2003,CF,ANA ATL.FELTRE,7 su- 1,Padova,2018-02-18,https://www.fidal.it/atleta/SARTORI-Luna/eKmRlJijcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
640,1.4,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,12 su- 1,Padova,2016-02-14,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
593,1.35,FERRACIN Giulia,2007,CF,ANA ATL.FELTRE,13 su- 1,Padova,2022-02-19,https://www.fidal.it/atleta/FERRACIN-Giulia/eKmRlJmgbGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
593,1.35,CREMONESE Chiara,2001,CF,ANA ATL.FELTRE,13 su- 1,Padova,2016-02-14,https://www.fidal.it/atleta/CREMONESE-Chiara/eKmRlJanaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
553,1.58,SAADAOUI Omar,2008,CM,ANA ATL.FELTRE,10 se- 2,Padova,2023-02-25,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
536,1.56,BELLUS Riccardo,2008,AM,ANA ATL.FELTRE,8 se- 1,Padova,2024-02-04,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
509,1.26,COMACCHIO Carlotta,1996,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2010-01-24,https://www.fidal.it/atleta/COMACCHIO-Carlotta/eKmRlJSgaGQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
485,1.5,PETITTO Leonardo,2008,AM,ANA ATL.FELTRE,20 se- 1,Padova,2024-01-20,https://www.fidal.it/atleta/PETITTO-Leonardo/eKmRlJijbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
485,1.5,PETITTO Leonardo,2008,AM,ANA ATL.FELTRE,8 se- 2,Padova,2024-02-04,https://www.fidal.it/atleta/PETITTO-Leonardo/eKmRlJijbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
485,1.5,BELLUS Riccardo,2008,AM,ANA ATL.FELTRE,20 se- 1,Padova,2024-01-20,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
468,1.48,DALLA CORTE Matteo,2001,SM,ANA ATL.FELTRE,15 su- 1,Padova,2024-02-03,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
460,1.47,DALLA CORTE Matteo,2001,PM,ANA ATL.FELTRE,11 se- 2,Padova,2022-02-12,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
453,1.2,DA RIN DE MONEGO Beatrice,2003,CF,ANA ATL.FELTRE,22 su- 1,Padova,2017-02-19,https://www.fidal.it/atleta/DA-RIN-DE-MONEGO-Beatrice/eKmRlJSmbmM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
453,1.2,MICACCHIONI Catia,1996,CF,ANA ATL.FELTRE,9 se- 1,Belluno,2010-01-24,https://www.fidal.it/atleta/MICACCHIONI-Catia/eKmRlJOja2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
443,1.45,BALDISSERI Pietro,2008,CM,ANA ATL.FELTRE,9 su- 1,Padova,2022-02-26,https://www.fidal.it/atleta/BALDISSERI-Pietro/eKmRlJeocGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
318,1.3,GRIS Matteo,2002,CM,ANA ATL.FELTRE,11 su- 1,Padova,2016-02-07,https://www.fidal.it/atleta/GRIS-Matteo/eKmRlJWibGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
