punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
658,4.41,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,7 su- 1,Padova,2015-01-21,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
656,5.74,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,11 se- 2,Padova,2023-01-15,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
654,4.39,COLUSSI Ilary,2006,AF,ANA ATL.FELTRE,6 se- 1,Padova,2022-02-06,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
654,4.39,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,11 su- 1,Padova,2009-02-15,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
654,4.39,DE RIZ Chiara,2005,AF,ANA ATL.FELTRE,5 se- 1,Padova,2022-02-06,https://www.fidal.it/atleta/DE-RIZ-Chiara/eKmRlJioaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
650,4.37,ANDREOLI Vittoria,2007,AF,ANA ATL.FELTRE,17 se- 2,Padova,2024-01-28,https://www.fidal.it/atleta/ANDREOLI-Vittoria/eKmRlJmmbWw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
650,4.37,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,16 se- 3,Padova,2017-02-04,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
647,5.7,PETITTO Leonardo,2008,AM,ANA ATL.FELTRE,5 se- 2,Padova,2024-02-04,https://www.fidal.it/atleta/PETITTO-Leonardo/eKmRlJijbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
645,5.69,BELLUS Riccardo,2008,AM,ANA ATL.FELTRE,16 se- 2,Padova,2024-01-28,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
644,4.34,FACCHIN Alessia,1993,AF,ANA ATL.FELTRE,5 su- 1,Padova,2009-02-01,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
643,5.68,BIESUZ Enrico,2002,AM,ANA ATL.FELTRE,4 se- 1,Padova,2018-02-04,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
641,4.33,MAHJOUBI Gaia,2004,CF,ANA ATL.FELTRE,12 su- 1,Padova,2019-02-24,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
639,5.66,BELLUS Riccardo,2008,AM,ANA ATL.FELTRE,10 se- 1,Padova,2024-02-04,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
635,5.64,PETITTO Leonardo,2008,AM,ANA ATL.FELTRE,6 se- 1,Padova,2024-01-28,https://www.fidal.it/atleta/PETITTO-Leonardo/eKmRlJijbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
635,4.3,PERSICO Elisa,2002,CF,ANA ATL.FELTRE,20 se- 3,Padova,2017-02-04,https://www.fidal.it/atleta/PERSICO-Elisa/eKmRlJWjcGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
635,4.3,TESSARIN Gaia,2003,CF,ANA ATL.FELTRE,11 se- 1,Padova,2018-02-24,https://www.fidal.it/atleta/TESSARIN-Gaia/eKmRlJekamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
627,4.26,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,12 se- 2,Padova,2015-02-08,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
627,4.26,RAVEANE Giorgia,2002,CF,ANA ATL.FELTRE,21 se- 2,Padova,2017-02-18,https://www.fidal.it/atleta/RAVEANE-Giorgia/eKmRlJakbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
622,4.24,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,23 se- 3,Padova,2016-02-06,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
622,4.24,RAVEANE Giorgia,2002,CF,ANA ATL.FELTRE,22 se- 3,Padova,2017-02-04,https://www.fidal.it/atleta/RAVEANE-Giorgia/eKmRlJakbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
622,4.24,COLUSSI Ilary,2006,AF,ANA ATL.FELTRE,15 se- 1,Padova,2022-01-08,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
618,4.22,TAMBURLIN Anna,2000,CF,ANA ATL.FELTRE,14 se- 2,Padova,2015-02-08,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
612,4.19,TESSARIN Gaia,2003,CF,ANA ATL.FELTRE,4 se- 1,Padova,2018-02-18,https://www.fidal.it/atleta/TESSARIN-Gaia/eKmRlJekamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
612,4.19,MAHJOUBI Gaia,2004,CF,ANA ATL.FELTRE,22 se- 3,Padova,2019-02-17,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
610,4.18,DE RIZ Chiara,2005,AF,ANA ATL.FELTRE,18 se- 1,Padova,2022-01-08,https://www.fidal.it/atleta/DE-RIZ-Chiara/eKmRlJioaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
606,4.16,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,9 su- 1,Padova,2015-01-21,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
597,4.12,PERSICO Elisa,2002,CF,ANA ATL.FELTRE,20 se- 2,Padova,2016-02-14,https://www.fidal.it/atleta/PERSICO-Elisa/eKmRlJWjcGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
589,5.42,PETITTO Leonardo,2008,AM,ANA ATL.FELTRE,10 se- 1,Padova,2024-01-21,https://www.fidal.it/atleta/PETITTO-Leonardo/eKmRlJijbmQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
578,4.03,DE BORTOLI Giulia,2004,CF,ANA ATL.FELTRE,19 se- 2,Padova,2019-02-17,https://www.fidal.it/atleta/DE-BORTOLI-Giulia/eKmRlJWma2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
570,3.99,CANOVA Aurora,2001,CF,ANA ATL.FELTRE,18 se- 3,Padova,2016-03-06,https://www.fidal.it/atleta/CANOVA-Aurora/eKmRlJamcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
568,3.98,MENEGAZZO Silvia,2007,CF,ANA ATL.FELTRE,21 se- 4,Padova,2022-02-20,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
564,3.96,MANTELLATO Monica,2008,CF,ANA ATL.FELTRE,9 se- 2,Padova,2022-02-20,https://www.fidal.it/atleta/MANTELLATO-Monica/eKmRlJmjamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
557,3.93,MAHJOUBI Gaia,2004,CF,ANA ATL.FELTRE,20 se- 2,Padova,2018-02-18,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
557,3.93,DE BORTOLI Giulia,2004,CF,ANA ATL.FELTRE,24 su- 1,Padova,2019-02-24,https://www.fidal.it/atleta/DE-BORTOLI-Giulia/eKmRlJWma2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
555,3.92,BARP Anna asia,2004,CF,ANA ATL.FELTRE,17 se- 3,Padova,2018-02-18,https://www.fidal.it/atleta/BARP-Anna-asia/eKmRlJekb2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
541,3.85,RAVEANE Giorgia,2002,CF,ANA ATL.FELTRE,11 se- 1,Padova,2016-02-14,https://www.fidal.it/atleta/RAVEANE-Giorgia/eKmRlJakbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
532,3.81,CHARAF Salma,2002,CF,ANA ATL.FELTRE,24 se- 2,Padova,2017-02-04,https://www.fidal.it/atleta/CHARAF-Salma/eKmRlJehaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
528,3.79,PERSICO Elisa,2002,CF,ANA ATL.FELTRE,7 se- 1,Padova,2016-02-06,https://www.fidal.it/atleta/PERSICO-Elisa/eKmRlJWjcGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
525,5.11,DALLA CORTE Matteo,2001,PM,ANA ATL.FELTRE,15 se- 2,Padova,2022-02-12,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
521,5.09,BELLUS Riccardo,2008,CM,ANA ATL.FELTRE,19 se- 4,Padova,2023-02-18,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
521,5.09,DALLA CORTE Matteo,2001,SM,ANA ATL.FELTRE,17 su- 1,Padova,2024-02-03,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
510,5.04,SAADAOUI Omar,2008,CM,ANA ATL.FELTRE,10 se- 3,Padova,2023-02-18,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
506,5.02,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,23 se- 2,Padova,2017-02-12,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
493,3.62,RAVEANE Giorgia,2002,CF,ANA ATL.FELTRE,13 se- 1,Padova,2016-02-06,https://www.fidal.it/atleta/RAVEANE-Giorgia/eKmRlJakbmc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
492,4.95,D'AGOSTINI Enrico,1994,CM,ANA ATL.FELTRE,14 su- 1,Padova,2009-02-15,https://www.fidal.it/atleta/D-AGOSTINI-Enrico/eKmRlJSgaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
486,4.92,TIREL Enrico,1993,CM,ANA ATL.FELTRE,9 su- 1,Padova,2007-03-04,https://www.fidal.it/atleta/TIREL-Enrico/eKmRlJOjaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
482,4.9,VELLO Michele,1997,CM,ANA ATL.FELTRE,6 su- 1,Pergine Valsugana,2012-02-11,https://www.fidal.it/atleta/VELLO-Michele/eKmRlJSkb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
472,3.52,BERTELLE Alice,2004,CF,ANA ATL.FELTRE,15 se- 1,Padova,2018-02-18,https://www.fidal.it/atleta/BERTELLE-Alice/eKmRlJijamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
467,4.83,COSTA Edgard,1999,CM,ANA ATL.FELTRE,9 se- 2,Padova,2014-03-02,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
459,4.79,BONAN Marco,2000,CM,ANA ATL.FELTRE,11 se- 2,Padova,2014-03-02,https://www.fidal.it/atleta/BONAN-Marco/eKmRlJShbGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
459,4.79,DALLA CORTE Matteo,2001,PM,ANA ATL.FELTRE,8 se- 1,Padova,2022-01-09,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
455,4.77,REDETTI Enrico,1992,CM,ANA ATL.FELTRE,12 su- 1,Padova,2007-03-04,https://www.fidal.it/atleta/REDETTI-Enrico/eKmRlJKlamg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
441,4.7,ANDREAZZA Manuel,2004,CM,ANA ATL.FELTRE,9 se- 1,Padova,2018-02-18,https://www.fidal.it/atleta/ANDREAZZA-Manuel/eKmRlJifa2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
436,4.68,DALLA CORTE Matteo,2001,SM,ANA ATL.FELTRE,16 se- 1,Padova,2024-01-27,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
432,4.66,SALTAREL Riccardo,1997,CM,ANA ATL.FELTRE,11 su- 1,Pergine Valsugana,2012-02-11,https://www.fidal.it/atleta/SALTAREL-Riccardo/eKmRlJWkbGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
432,4.66,CRIVELLER Marco,2003,CM,ANA ATL.FELTRE,11 se- 1,Padova,2018-02-18,https://www.fidal.it/atleta/CRIVELLER-Marco/eKmRlJWlb2Y%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
422,4.61,GRIS Matteo,2002,AM,ANA ATL.FELTRE,18 se- 1,Padova,2018-02-04,https://www.fidal.it/atleta/GRIS-Matteo/eKmRlJWibGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
422,3.28,BATTISTEL Angelica,2002,CF,ANA ATL.FELTRE,23 se- 1,Padova,2016-02-06,https://www.fidal.it/atleta/BATTISTEL-Angelica/eKmRlJWmamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
414,3.24,CONZ Gioia,2004,CF,ANA ATL.FELTRE,26 se- 1,Padova,2019-02-17,https://www.fidal.it/atleta/CONZ-Gioia/eKmRlJifa2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
408,3.21,GRIS Tania,1998,CF,ANA ATL.FELTRE,37 su- 1,Pergine Valsugana,2012-02-11,https://www.fidal.it/atleta/GRIS-Tania/eKmRlJSjcGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
406,3.2,DE RIZ Chiara,2005,CF,ANA ATL.FELTRE,27 se- 1,Padova,2019-02-17,https://www.fidal.it/atleta/DE-RIZ-Chiara/eKmRlJioaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
402,4.51,REDETTI Enrico,1992,CM,ANA ATL.FELTRE,16 su- 1,Padova,2007-01-27,https://www.fidal.it/atleta/REDETTI-Enrico/eKmRlJKlamg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
389,4.45,ANDREAZZA Manuel,2004,CM,ANA ATL.FELTRE,22 su- 1,Padova,2019-02-24,https://www.fidal.it/atleta/ANDREAZZA-Manuel/eKmRlJifa2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
363,2.99,LUZZATTO Sara,2008,CF,ANA ATL.FELTRE,17 se- 1,Padova,2022-02-20,https://www.fidal.it/atleta/LUZZATTO-Sara/eKmRlJmnamM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
348,2.92,COSTA Martina,1998,CF,ANA ATL.FELTRE,40 su- 1,Pergine Valsugana,2012-02-11,https://www.fidal.it/atleta/COSTA-Martina/eKmRlJWlbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
330,4.16,ZAPPIA Matteo,1998,CM,ANA ATL.FELTRE,21 su- 1,Pergine Valsugana,2012-02-11,https://www.fidal.it/atleta/ZAPPIA-Matteo/eKmRlJSjcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
320,4.11,BOLZONELLO Sebastiano,2002,CM,ANA ATL.FELTRE,19 se- 1,Padova,2017-02-12,https://www.fidal.it/atleta/BOLZONELLO-Sebastiano/eKmRlJaocWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
300,4.01,CORSO Lorenzo,1999,CM,ANA ATL.FELTRE,21 se- 2,Padova,2014-03-02,https://www.fidal.it/atleta/CORSO-Lorenzo/eKmRlJWkbWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
298,4.0,MERLO Giacomo,2000,CM,ANA ATL.FELTRE,22 se- 2,Padova,2014-03-02,https://www.fidal.it/atleta/MERLO-Giacomo/eKmRlJSnaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
284,3.93,VISENTI Matteo,2003,CM,ANA ATL.FELTRE,23 se- 1,Padova,2017-02-12,https://www.fidal.it/atleta/VISENTI-Matteo/eKmRlJekamw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
284,3.93,POSSAMAI Alberto,2003,CM,ANA ATL.FELTRE,24 se- 1,Padova,2017-02-12,https://www.fidal.it/atleta/POSSAMAI-Alberto/eKmRlJeka2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
272,3.87,BOLZONELLO Sebastiano,2002,CM,ANA ATL.FELTRE,21 su- 1,Padova,2016-02-14,https://www.fidal.it/atleta/BOLZONELLO-Sebastiano/eKmRlJaocWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
264,3.83,GRIS Matteo,2002,CM,ANA ATL.FELTRE,22 su- 1,Padova,2016-02-14,https://www.fidal.it/atleta/GRIS-Matteo/eKmRlJWibGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
254,3.78,GRIS Matteo,2002,CM,ANA ATL.FELTRE,25 se- 1,Padova,2017-02-12,https://www.fidal.it/atleta/GRIS-Matteo/eKmRlJWibGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
228,3.65,POSSAMAI Alberto,2003,CM,ANA ATL.FELTRE,19 se- 1,Padova,2018-02-18,https://www.fidal.it/atleta/POSSAMAI-Alberto/eKmRlJeka2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
