punteggio,prestazione,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
764.0,4.91,-0.1,MARAZZINI Giulia,1998,AF,ANA ATL.FELTRE,6 se- 2,Vicenza,2015-05-03,https://www.fidal.it/atleta/MARAZZINI-Giulia/eKmRlJSncWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
764.0,4.91,,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,2 fi- 1,Feltre,2009-07-01,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
762.0,4.9,+0.4,FONTANA Stefania,1994,AF,ANA ATL.FELTRE,6 su- 1,Bastia Umbra,2011-06-12,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
762.0,4.9,,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2017-07-02,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
760.0,4.89,+0.0,GIUSTI Lovely,2009,CF,ANA ATL.FELTRE,4 su- 1,Feltre,2023-07-01,https://www.fidal.it/atleta/GIUSTI-Lovely/eKmRlJiiaWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
758.0,4.88,,GIUSTI Lovely,2009,CF,ANA ATL.FELTRE,8 se- 2,Verona,2023-06-02,https://www.fidal.it/atleta/GIUSTI-Lovely/eKmRlJiiaWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
758.0,4.88,,GIUSTI Lovely,2009,CF,ANA ATL.FELTRE,2 su- 1,Borgo Valbelluna,2023-09-02,https://www.fidal.it/atleta/GIUSTI-Lovely/eKmRlJiiaWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
758.0,4.88,,FONTANA Stefania,1994,AF,ANA ATL.FELTRE,2 se- 1,Belluno,2011-04-09,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
752.0,6.2,-0.5,ZIVOJINOVIC Milan,2001,SM,ANA ATL.FELTRE,2 su- 1,Riccione,2024-09-08,https://www.fidal.it/atleta/ZIVOJINOVIC-Milan/eK6Rkpqja2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
752.0,6.2,,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,8 su- 1,Trento,2013-06-09,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
751.0,4.85,,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,1 se- 1,Feltre,2009-06-20,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
750.0,6.19,-1.5,ZIVOJINOVIC Milan,2001,PM,ANA ATL.FELTRE,12 se- 3,Padova,2022-05-15,https://www.fidal.it/atleta/ZIVOJINOVIC-Milan/eK6Rkpqja2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
749.0,4.84,+1.3,GIUSTI Lovely,2009,CF,ANA ATL.FELTRE,10 se- 2,San Biagio Di Callalta,2023-05-20,https://www.fidal.it/atleta/GIUSTI-Lovely/eKmRlJiiaWg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
748.0,6.18,+1.5,ARGENTA Alessio,2006,JM,ANA ATL.FELTRE,7 su- 1,Feltre,2024-06-22,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
747.0,4.83,-0.2,FONTANA Stefania,1994,JF,ANA ATL.FELTRE,5 su- 1,Bassano Del Grappa,2012-09-15,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
747.0,4.83,+1.6,DE PAOLI Camilla,2005,AF,ANA ATL.FELTRE,8 su- 1,Cles,2022-09-10,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
746.0,6.17,-0.1,ARGENTA Alessio,2006,JM,ANA ATL.FELTRE,4 su- 1,Mestre,2024-06-09,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
745.0,4.82,,FONTANA Stefania,1994,AF,ANA ATL.FELTRE,2 se- 1,Belluno,2010-04-10,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
745.0,4.82,+1.5,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,2 se- 1,Vicenza,2021-05-09,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
745.0,4.82,,MARAZZINI Giulia,1998,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2013-05-03,https://www.fidal.it/atleta/MARAZZINI-Giulia/eKmRlJSncWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
745.0,4.82,-1.5,FONTANA Stefania,1994,JF,ANA ATL.FELTRE,3 su- 1,Vicenza,2012-04-15,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
745.0,4.82,-1.7,SCOPEL Gioia,2002,AF,ANA ATL.FELTRE,7 su- 1,San Giovanni Lupatoto,2018-04-08,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
743.0,4.81,-0.6,FONTANA Stefania,1994,AF,ANA ATL.FELTRE,6 su- 1,San Giovanni Lupatoto,2011-07-02,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
743.0,4.81,-0.8,FONTANA Stefania,1994,AF,ANA ATL.FELTRE,9 su- 1,Montebelluna,2011-05-01,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
741.0,4.8,+0.8,FONTANA Stefania,1994,JF,ANA ATL.FELTRE,9 se- 1,Vicenza,2012-05-20,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
741.0,4.8,,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2009-08-22,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
741.0,4.8,,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,1 su- 1,Puos Alpago,2007-04-14,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
741.0,4.8,+0.0,FONTANA Stefania,1994,AF,ANA ATL.FELTRE,8 su- 1,Mestre,2010-05-09,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
739.0,4.79,+1.2,FONTANA Stefania,1994,AF,ANA ATL.FELTRE,12 su- 1,Rossano Veneto,2010-09-05,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
739.0,4.79,+0.0,FONTANA Stefania,1994,AF,ANA ATL.FELTRE,10 su- 1,Rossano Veneto,2011-09-04,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
737.0,4.78,-2.0,FONTANA Stefania,1994,AF,ANA ATL.FELTRE,11 su- 1,Mogliano Veneto,2010-09-19,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
737.0,4.78,,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,5 su- 1,Majano,2008-09-06,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
735.0,6.12,-0.3,ZIVOJINOVIC Milan,2001,PM,ANA ATL.FELTRE,9 se- 3,Padova,2022-05-01,https://www.fidal.it/atleta/ZIVOJINOVIC-Milan/eK6Rkpqja2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
735.0,6.12,,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,1 se- 1,Feltre,2013-04-13,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
734.0,4.77,+2.0,ZANON Gaia,2002,AF,ANA ATL.FELTRE,5 se- 1,Vicenza,2019-06-02,https://www.fidal.it/atleta/ZANON-Gaia/eKmRlJilbmM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
734.0,4.77,-1.7,FONTANA Stefania,1994,AF,ANA ATL.FELTRE,7 su- 1,Bassano Del Grappa,2011-09-17,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
734.0,4.77,-0.1,MAHJOUBI Gaia,2004,AF,ANA ATL.FELTRE,2 se- 1,Padova,2021-05-23,https://www.fidal.it/atleta/MAHJOUBI-Gaia/eKmRlJejamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
730.0,4.75,+0.6,FONTANA Stefania,1994,JF,ANA ATL.FELTRE,10 su- 1,Marcon,2012-09-11,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
728.0,4.74,+0.8,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,9 se- 1,Abano Terme,2020-07-31,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
728.0,4.74,,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,1 se- 1,Belluno,2009-10-03,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
727.0,6.08,+1.1,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,6 su- 1,Feltre,2023-07-01,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
726.0,4.73,,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,1 se- 1,Belluno,2008-06-21,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
726.0,4.73,,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,1 se- 1,Belluno,2008-05-10,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
726.0,4.73,+0.0,FONTANA Stefania,1994,JF,ANA ATL.FELTRE,11 su- 1,Caprino Veronese,2012-09-08,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
726.0,4.73,,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,8 su- 1,Mogliano Veneto,2008-09-27,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
726.0,4.73,+0.6,ANDREOLI Vittoria,2007,AF,ANA ATL.FELTRE,2 se- 1,Padova,2023-05-01,https://www.fidal.it/atleta/ANDREOLI-Vittoria/eKmRlJmmbWw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
726.0,4.73,+1.9,COLUSSI Ilary,2006,AF,ANA ATL.FELTRE,6 se- 2,Padova,2023-05-01,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
724.0,4.72,,FACCHIN Alessia,1993,AF,ANA ATL.FELTRE,1 se- 1,Belluno,2010-04-10,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
723.0,6.06,,SOPPELSA Mattia,1994,AM,ANA ATL.FELTRE,3 se- 1,Padova,2011-05-18,https://www.fidal.it/atleta/SOPPELSA-Mattia/eKmRlJShbms%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
722.0,4.71,-0.2,MARAZZINI Giulia,1998,AF,ANA ATL.FELTRE,7 se- 1,Vicenza,2014-05-11,https://www.fidal.it/atleta/MARAZZINI-Giulia/eKmRlJSncWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
721.0,6.05,,SAADAOUI Omar,2008,AM,ANA ATL.FELTRE,2 su- 1,Belluno,2024-04-06,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
720.0,4.7,,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,4 su- 1,Marostica,2008-09-14,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
720.0,4.7,,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,1 su- 1,Belluno,2007-08-29,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
717.0,6.03,,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,5 su- 1,Castelnovo Ne' Monti,2022-09-09,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
715.0,4.68,+1.3,DE RIZ Chiara,2005,AF,ANA ATL.FELTRE,7 se- 1,Caorle,2022-05-22,https://www.fidal.it/atleta/DE-RIZ-Chiara/eKmRlJioaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
713.0,4.67,,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2008-06-21,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
710.0,6.0,-0.7,ARGENTA Alessio,2006,JM,ANA ATL.FELTRE,8 su- 1,San Biagio Di Callalta,2024-06-28,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
710.0,6.0,+1.1,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,5 se- 2,Borgo Valbelluna,2023-05-07,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
705.0,4.63,,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,5 su- 1,Marostica,2008-09-14,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
705.0,4.63,+0.0,ZANCANARO Monica,1985,SF,ANA ATL.FELTRE,4 su- 1,Paderno Di Ponzano Veneto,2016-06-10,https://www.fidal.it/atleta/ZANCANARO-Monica/eKiRk5una2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
705.0,4.63,+0.1,COLUSSI Ilary,2006,AF,ANA ATL.FELTRE,7 se- 1,Modena,2022-04-25,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
704.0,5.97,+0.6,ARGENTA Alessio,2006,AM,ANA ATL.FELTRE,9 se- 2,Padova,2023-05-14,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
703.0,4.62,,FONTANA Stefania,1994,CF,ANA ATL.FELTRE,1 se- 1,Longarone,2008-05-24,https://www.fidal.it/atleta/FONTANA-Stefania/eKmRlJKob2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
702.0,5.96,+0.5,ARGENTA Alessio,2006,JM,ANA ATL.FELTRE,11 se- 2,Caorle,2024-05-26,https://www.fidal.it/atleta/ARGENTA-Alessio/eKmRlJama2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
702.0,5.96,+1.0,BIESUZ Enrico,2002,AM,ANA ATL.FELTRE,4 su- 1,Bovolone,2018-09-30,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
702.0,5.96,+0.5,TREVISAN David,1994,AM,ANA ATL.FELTRE,8 su- 1,Rovigo,2011-05-08,https://www.fidal.it/atleta/TREVISAN-David/eKmRlJSlaGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
701.0,4.61,,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,9 su- 1,Mogliano Veneto,2007-09-29,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
701.0,4.61,,FIAMMENGO Angelica,1995,CF,ANA ATL.FELTRE,5 su- 1,Rovigo,2010-06-05,https://www.fidal.it/atleta/FIAMMENGO-Angelica/eKmRlJSocWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
701.0,4.61,,ZANON Gaia,2002,AF,ANA ATL.FELTRE,4 se- 1,Agordo,2019-06-15,https://www.fidal.it/atleta/ZANON-Gaia/eKmRlJilbmM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
701.0,4.61,+0.6,TAMBURLIN Anna,2000,AF,ANA ATL.FELTRE,8 se- 1,Agordo,2016-05-22,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
701.0,4.61,+2.1,TAMBURLIN Anna,2000,AF,ANA ATL.FELTRE,9 su- 1,Caorle,2016-05-28,https://www.fidal.it/atleta/TAMBURLIN-Anna/eKmRlJWobGc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
700.0,5.95,,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,1 su- 1,Feltre,2017-08-23,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
700.0,5.95,+1.6,BELLUS Riccardo,2008,AM,ANA ATL.FELTRE,12 se- 2,Caorle,2024-05-26,https://www.fidal.it/atleta/BELLUS-Riccardo/eKmRlJekamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
698.0,4.6,+0.0,DALLO Francesca,1990,CF,ANA ATL.FELTRE,2 su- 1,Longarone,2005-05-07,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
698.0,4.6,+0.4,COLUSSI Ilary,2006,AF,ANA ATL.FELTRE,5 se- 1,Padova,2022-05-01,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
698.0,5.94,,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,1 se- 1,Feltre,2013-08-28,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
696.0,5.93,,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,4 su- 1,Gemona Del Friuli,2017-09-09,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
694.0,4.58,-0.7,COLUSSI Ilary,2006,JF,ANA ATL.FELTRE,12 se- 2,San Biagio Di Callalta,2024-06-28,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
693.0,5.92,-2.1,BIESUZ Enrico,2002,AM,ANA ATL.FELTRE,9 se- 1,Modena,2018-05-20,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
692.0,4.57,,COLUSSI Ilary,2006,AF,ANA ATL.FELTRE,5 su- 1,Agordo,2022-08-31,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
