punteggio,prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,15.93,+0.5,15.93,e,COLLE Nicola,1996,AM,ANA ATL.FELTRE,3 se- 3,Abano Terme,2012-05-12,https://www.fidal.it/atleta/COLLE-Nicola/eKmRlJSla2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.21,-0.4,16.21,e,COLLE Nicola,1996,AM,ANA ATL.FELTRE,3 se- 1,Bastia Umbra,2012-06-23,https://www.fidal.it/atleta/COLLE-Nicola/eKmRlJSla2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.63,+1.5,15.63,e,COLLE Nicola,1996,AM,ANA ATL.FELTRE,2 se- 1,Trento,2013-06-08,https://www.fidal.it/atleta/COLLE-Nicola/eKmRlJSla2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.88,-0.9,15.88,e,COLLE Nicola,1996,AM,ANA ATL.FELTRE,2 se- 2,Vicenza,2013-05-18,https://www.fidal.it/atleta/COLLE-Nicola/eKmRlJSla2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.06,+0.4,16.06,e,COLLE Nicola,1996,AM,ANA ATL.FELTRE,6 se- 1,Montebelluna,2013-05-04,https://www.fidal.it/atleta/COLLE-Nicola/eKmRlJSla2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.48,+0.7,16.48,e,VELLO Michele,1997,AM,ANA ATL.FELTRE,5 se- 2,Trento,2014-10-04,https://www.fidal.it/atleta/VELLO-Michele/eKmRlJSkb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.84,+0.0,16.84,e,VELLO Michele,1997,AM,ANA ATL.FELTRE,3 se- 2,Padova,2014-09-20,https://www.fidal.it/atleta/VELLO-Michele/eKmRlJSkb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.86,+0.6,16.86,e,VELLO Michele,1997,AM,ANA ATL.FELTRE,4 ba- 3,Vedelago,2014-09-13,https://www.fidal.it/atleta/VELLO-Michele/eKmRlJSkb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.96,-1.0,16.96,e,VELLO Michele,1997,AM,ANA ATL.FELTRE,5 se- 2,Vicenza,2014-05-03,https://www.fidal.it/atleta/VELLO-Michele/eKmRlJSkb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,17.12,-0.6,17.12,e,AGOSTINETTO Isacco,1999,AM,ANA ATL.FELTRE,3 se- 1,Aquila,2015-10-03,https://www.fidal.it/atleta/AGOSTINETTO-Isacco/eKyRkpaga2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,17.85,+0.4,17.85,e,AGOSTINETTO Isacco,1999,AM,ANA ATL.FELTRE,5 se- 2,Vicenza,2015-05-02,https://www.fidal.it/atleta/AGOSTINETTO-Isacco/eKyRkpaga2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.57,-1.0,16.57,e,AGOSTINETTO Isacco,1999,AM,ANA ATL.FELTRE,6 se- 2,Vicenza,2016-04-30,https://www.fidal.it/atleta/AGOSTINETTO-Isacco/eKyRkpaga2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.65,-0.9,16.65,e,AGOSTINETTO Isacco,1999,AM,ANA ATL.FELTRE,2 se- 1,Bovolone,2016-10-01,https://www.fidal.it/atleta/AGOSTINETTO-Isacco/eKyRkpaga2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,17.09,+0.2,17.09,e,AGOSTINETTO Isacco,1999,AM,ANA ATL.FELTRE,3 se- 2,Rosa,2016-09-17,https://www.fidal.it/atleta/AGOSTINETTO-Isacco/eKyRkpaga2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.77,+1.7,15.77,e,DE PAOLI Federico,2002,AM,ANA ATL.FELTRE,1 se- 2,Rosa',2019-09-07,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.29,+0.9,16.29,e,DE PAOLI Federico,2002,AM,ANA ATL.FELTRE,4 su- 1,San Vito Al Tagliamento,2019-08-31,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.07,-0.5,16.07,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,1 se- 2,Lana,2022-04-24,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.16,+0.3,16.16,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,2 se- 2,Verona,2022-05-07,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,16.91,-2.0,16.91,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,4 ba- 1,Caorle,2022-05-21,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.54,+0.1,15.54,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,1 su- 1,Borgo Valbelluna,2023-06-06,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.57,-0.4,15.57,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,1 su- 1,Rovereto,2023-04-16,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.68,-0.6,15.68,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,4 se- 1,Pistoia,2023-07-02,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.69,+1.0,15.69,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,1 ba- 3,Venezia,2023-09-09,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.77,+1.7,15.77,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,4 su- 1,Bolzano,2023-06-03,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.85,-0.3,15.85,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,6 ba- 3,Caorle,2023-06-25,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.88,-1.3,15.88,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,4 su- 1,Caorle,2023-05-27,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,15.98,+0.7,15.98,e,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,5 fi- 1,Venezia,2023-09-09,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,18.16,-0.1,18.16,e,SCOPEL Nicola,2008,AM,ANA ATL.FELTRE,1 su- 1,Borgo Valbelluna,2024-05-31,https://www.fidal.it/atleta/SCOPEL-Nicola/eKmRlJeocGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
