punteggio,prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
866,22.44,+1.2,22.44,e,DALLA SEGA Andrea,1995,AM,ANA ATL.FELTRE,1 se- 9,Marcon,2012-06-13,https://www.fidal.it/atleta/DALLA-SEGA-Andrea/eKmRlJSgaGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
865,25.85,-0.2,25.85,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,2 se- 1,Trieste,2015-05-31,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
860,25.91,-0.1,25.91,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,1 se- 2,Bolzano,2014-06-09,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
858,25.93,-0.3,25.93,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,3 se- 1,Merano,2014-05-24,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
857,22.51,-0.4,22.51,e,SIRAGNA Lorenzo,2001,AM,ANA ATL.FELTRE,3 se- 1,Sacile,2018-06-30,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
856,25.96,-0.9,25.96,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,3 se- 1,Verona,2014-06-02,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
856,25.95,-0.2,25.95,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,3 se- 5,Bologna,2015-05-16,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
852,26.0,+0.3,26.00,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,2 se- 1,Trento,2014-09-17,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
851,22.55,-1.3,22.55,e,ZANDOMENEGHI Marco,1997,PM,ANA ATL.FELTRE,4 se- 1,Bolzano,2018-06-09,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
849,26.03,+0.0,26.03,e,SCOPEL Gioia,2002,AF,ANA ATL.FELTRE,1 se- 4,Vicenza,2019-06-02,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
848,26.05,,25.8,m,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,1 se- 1,Feltre,2014-08-28,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
845,22.6,-0.6,22.60,e,SIRAGNA Lorenzo,2001,JM,ANA ATL.FELTRE,2 se- 4,Mestre,2020-09-06,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
845,26.08,-0.3,26.08,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,5 se- 5,Caprino Veronese,2014-05-31,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
842,22.62,+0.5,22.62,e,ZANDOMENEGHI Marco,1997,PM,ANA ATL.FELTRE,6 se- 3,Catania,2017-06-17,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
841,22.63,+1.4,22.63,e,SIRAGNA Lorenzo,2001,AM,ANA ATL.FELTRE,2 se- 2,Bovolone,2018-09-30,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
840,22.64,-2.2,22.64,e,ZANDOMENEGHI Marco,1997,PM,ANA ATL.FELTRE,5 se- 1,Bolzano,2017-05-24,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
833,26.22,-0.7,26.22,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,6 se- 1,Marcon,2014-06-15,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
833,22.69,-0.5,22.69,e,SIRAGNA Lorenzo,2001,AM,ANA ATL.FELTRE,5 se- 1,Merano,2018-07-21,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
832,22.7,+0.0,22.70,e,DALLA SEGA Andrea,1995,AM,ANA ATL.FELTRE,1 se- 1,Vicenza,2012-05-20,https://www.fidal.it/atleta/DALLA-SEGA-Andrea/eKmRlJSgaGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
832,22.7,+0.4,22.70,e,DALLA SEGA Andrea,1995,AM,ANA ATL.FELTRE,4 ba- 1,Firenze,2012-09-29,https://www.fidal.it/atleta/DALLA-SEGA-Andrea/eKmRlJSgaGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
831,22.71,+0.0,22.71,e,DALLA SEGA Andrea,1995,AM,ANA ATL.FELTRE,2 se- 2,Bastia Umbra,2012-06-24,https://www.fidal.it/atleta/DALLA-SEGA-Andrea/eKmRlJSgaGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
828,26.28,+0.7,26.28,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,3 se- 2,Treviso,2021-04-18,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
828,22.73,-0.6,22.73,e,SIRAGNA Lorenzo,2001,AM,ANA ATL.FELTRE,3 se- 1,San Biagio Di Callalta,2018-04-29,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
827,22.74,+0.1,22.74,e,PERCO Emilio,1994,JM,ANA ATL.FELTRE,1 se- 4,Vicenza,2013-04-14,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
824,26.32,-0.4,26.32,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,6 se- 1,Marcon,2015-05-10,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
821,22.78,+1.9,22.78,e,MANISCALCHI Stefano,1990,JM,ANA ATL.FELTRE,3 se- 5,Treviso,2008-09-07,https://www.fidal.it/atleta/MANISCALCHI-Stefano/eKiRlZKia2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
821,22.78,+0.2,22.78,e,MANISCALCHI Stefano,1990,PM,ANA ATL.FELTRE,1 se- 2,Tarvisio,2010-08-08,https://www.fidal.it/atleta/MANISCALCHI-Stefano/eKiRlZKia2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
821,26.36,+1.2,26.36,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,4 se- 1,Santa Cristina,2014-08-30,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
820,22.79,+1.3,22.79,e,MANISCALCHI Stefano,1990,SM,ANA ATL.FELTRE,1 se- 1,Bolzano,2014-06-09,https://www.fidal.it/atleta/MANISCALCHI-Stefano/eKiRlZKia2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
820,22.79,-1.0,22.79,e,SIRAGNA Lorenzo,2001,AM,ANA ATL.FELTRE,2 se- 1,Vicenza,2018-09-16,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
820,22.79,+0.4,22.79,e,SIRAGNA Lorenzo,2001,JM,ANA ATL.FELTRE,2 se- 1,Bolzano,2020-08-23,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
820,26.37,+0.7,26.37,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,4 se- 2,Treviso,2021-04-18,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
816,26.42,+0.3,26.42,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,4 se- 3,Vicenza,2021-05-15,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
816,22.82,+1.9,22.82,e,ZANDOMENEGHI Marco,1997,JM,ANA ATL.FELTRE,6 se- 2,Agordo,2016-05-22,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
814,22.84,+1.0,22.84,e,DALLA SEGA Andrea,1995,JM,ANA ATL.FELTRE,5 se- 9,Caprino Veronese,2013-06-08,https://www.fidal.it/atleta/DALLA-SEGA-Andrea/eKmRlJSgaGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
814,22.84,+0.3,22.84,e,SIRAGNA Lorenzo,2001,AM,ANA ATL.FELTRE,3 se- 7,Rossano Veneto,2018-09-01,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
812,22.85,-0.4,22.85,e,ZANDOMENEGHI Marco,1997,PM,ANA ATL.FELTRE,1 se- 4,Isernia,2018-05-20,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
812,22.85,-0.2,22.85,e,ZANDOMENEGHI Marco,1997,JM,ANA ATL.FELTRE,3 se- 2,Conegliano,2016-09-25,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
811,22.86,-1.7,22.86,e,MANISCALCHI Stefano,1990,PM,ANA ATL.FELTRE,4 se- 1,Treviso,2010-04-18,https://www.fidal.it/atleta/MANISCALCHI-Stefano/eKiRlZKia2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
804,26.56,-0.8,26.56,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,1 se- 7,Vicenza,2014-05-11,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
802,26.58,+0.6,26.58,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,4 se- 2,Palmanova,2015-05-01,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
801,22.94,+0.4,22.94,e,DALLA SEGA Andrea,1995,AM,ANA ATL.FELTRE,2 fi- 2,Firenze,2012-09-29,https://www.fidal.it/atleta/DALLA-SEGA-Andrea/eKmRlJSgaGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
800,22.95,+0.4,22.95,e,DALLA SEGA Andrea,1995,AM,ANA ATL.FELTRE,3 se- 8,Bassano Del Grappa,2012-09-16,https://www.fidal.it/atleta/DALLA-SEGA-Andrea/eKmRlJSgaGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
800,26.6,-0.5,26.60,e,SCOPEL Gioia,2002,JF,ANA ATL.FELTRE,4 se- 3,Mestre,2020-09-06,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
800,26.61,-0.4,26.61,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,5 se- 1,Marcon,2015-04-11,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
798,22.96,-0.3,22.96,e,ZANDOMENEGHI Marco,1997,PM,ANA ATL.FELTRE,4 se- 3,San Biagio Di Callalta,2017-05-21,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
798,22.96,+1.3,22.96,e,DALLA SEGA Davide,1999,JM,ANA ATL.FELTRE,5 se- 1,Bolzano,2018-08-18,https://www.fidal.it/atleta/DALLA-SEGA-Davide/eKmRlJala2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
798,22.96,+0.7,22.96,e,ZANDOMENEGHI Marco,1997,AM,ANA ATL.FELTRE,1 se- 1,Bolzano,2014-06-09,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
798,22.96,-1.4,22.96,e,SIRAGNA Lorenzo,2001,PM,ANA ATL.FELTRE,4 se- 1,San Biagio Di Callalta,2021-07-03,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
798,22.96,+0.5,22.96,e,DALLA SEGA Andrea,1995,AM,ANA ATL.FELTRE,1 se- 4,Palmanova,2012-05-01,https://www.fidal.it/atleta/DALLA-SEGA-Andrea/eKmRlJSgaGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
797,22.97,+0.8,22.97,e,MANISCALCHI Stefano,1990,SM,ANA ATL.FELTRE,1 se- 9,Marcon,2014-04-06,https://www.fidal.it/atleta/MANISCALCHI-Stefano/eKiRlZKia2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
796,22.98,+0.7,22.98,e,VELLO Michele,1997,AM,ANA ATL.FELTRE,2 se- 1,Bolzano,2014-06-09,https://www.fidal.it/atleta/VELLO-Michele/eKmRlJSkb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
796,22.98,+0.9,22.98,e,ZANDOMENEGHI Marco,1997,JM,ANA ATL.FELTRE,5 se- 1,Caorle,2016-05-29,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
793,23.0,+2.7,23.00,e,PARANI Aire,1994,AM,ANA ATL.FELTRE,1 se- 2,Montebelluna,2011-05-01,https://www.fidal.it/atleta/PARANI-Aire/eKmRlJSgaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
792,23.01,-1.3,23.01,e,MANISCALCHI Stefano,1990,AM,ANA ATL.FELTRE,3 se- 1,Vicenza,2007-05-13,https://www.fidal.it/atleta/MANISCALCHI-Stefano/eKiRlZKia2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
792,23.01,+2.2,23.01,e,VELLO Michele,1997,JM,ANA ATL.FELTRE,1 se- 6,Agordo,2016-05-22,https://www.fidal.it/atleta/VELLO-Michele/eKmRlJSkb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
792,23.01,+0.7,23.01,e,SIRAGNA Lorenzo,2001,AM,ANA ATL.FELTRE,5 ba- 5,Rieti,2017-06-17,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
791,23.02,-0.2,23.02,e,ZIVOJINOVIC Milan,2001,JM,ANA ATL.FELTRE,5 ba- 1,Grosseto,2020-09-19,https://www.fidal.it/atleta/ZIVOJINOVIC-Milan/eK6Rkpqja2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
791,23.02,-0.1,23.02,e,VELLO Michele,1997,PM,ANA ATL.FELTRE,2 se- 2,Bolzano,2018-06-09,https://www.fidal.it/atleta/VELLO-Michele/eKmRlJSkb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
791,23.02,+0.1,23.02,e,BORTOLIN Sebastiano,1998,JM,ANA ATL.FELTRE,2 se- 5,Agordo,2016-05-22,https://www.fidal.it/atleta/BORTOLIN-Sebastiano/eKyRkpikcWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
789,23.03,-1.6,23.03,e,MANISCALCHI Stefano,1990,JM,ANA ATL.FELTRE,1 se- 2,Piombino Dese,2008-04-26,https://www.fidal.it/atleta/MANISCALCHI-Stefano/eKiRlZKia2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
788,23.04,+0.7,23.04,e,ZANDOMENEGHI Marco,1997,AM,ANA ATL.FELTRE,5 ba- 1,Rieti,2014-06-21,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
787,23.05,-0.4,23.05,e,VELLO Michele,1997,PM,ANA ATL.FELTRE,2 se- 2,Bolzano,2017-05-24,https://www.fidal.it/atleta/VELLO-Michele/eKmRlJSkb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
787,23.05,-0.6,23.05,e,ZIVOJINOVIC Milan,2001,JM,ANA ATL.FELTRE,4 se- 4,Mestre,2020-09-06,https://www.fidal.it/atleta/ZIVOJINOVIC-Milan/eK6Rkpqja2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
787,26.76,+0.5,26.76,e,BARP Anna asia,2004,AF,ANA ATL.FELTRE,1 se- 6,Vicenza,2021-05-15,https://www.fidal.it/atleta/BARP-Anna-asia/eKmRlJekb2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
787,23.05,,22.8,m,MANISCALCHI Stefano,1990,JM,ANA ATL.FELTRE,2 se- 1,Belluno,2008-07-09,https://www.fidal.it/atleta/MANISCALCHI-Stefano/eKiRlZKia2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
786,23.06,-0.4,23.06,e,ZANDOMENEGHI Marco,1997,JM,ANA ATL.FELTRE,5 se- 1,Vicenza,2016-05-08,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
786,23.06,-0.8,23.06,e,MANISCALCHI Stefano,1990,SM,ANA ATL.FELTRE,1 se- 2,Bassano,2014-04-27,https://www.fidal.it/atleta/MANISCALCHI-Stefano/eKiRlZKia2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
783,23.08,+1.5,23.08,e,ZANDOMENEGHI Marco,1997,JM,ANA ATL.FELTRE,2 se- 4,Rovigo,2015-06-07,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
782,23.09,-0.1,23.09,e,DALLA SEGA Davide,1999,JM,ANA ATL.FELTRE,3 se- 2,Bolzano,2018-06-09,https://www.fidal.it/atleta/DALLA-SEGA-Davide/eKmRlJala2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
782,23.09,-0.1,23.09,e,ZANDOMENEGHI Marco,1997,JM,ANA ATL.FELTRE,5 se- 8,Arzignano,2016-09-12,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
782,23.09,-1.9,23.09,e,MANISCALCHI Stefano,1990,SM,ANA ATL.FELTRE,3 se- 2,Marcon,2015-05-10,https://www.fidal.it/atleta/MANISCALCHI-Stefano/eKiRlZKia2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
782,23.09,+0.5,23.09,e,ZANDOMENEGHI Marco,1997,AM,ANA ATL.FELTRE,1 se- 2,Trento,2014-09-17,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
782,23.09,+2.3,23.09,e,SIRAGNA Lorenzo,2001,AM,ANA ATL.FELTRE,3 se- 1,Jesolo,2017-09-17,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
