punteggio,prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,10.65,+0.0,10.4,m,BIZZARINI Lorenzo,1991,CM,ANA ATL.FELTRE,3 se- 3,Marostica,2005-10-02,https://www.fidal.it/atleta/BIZZARINI-Lorenzo/eKmRlJOhbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.7,+0.0,10.70,e,BIZZARINI Lorenzo,1991,CM,ANA ATL.FELTRE,4 se- 1,Majano,2005-09-03,https://www.fidal.it/atleta/BIZZARINI-Lorenzo/eKmRlJOhbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.75,+0.0,10.5,m,CANOVA Luca,1991,CM,ANA ATL.FELTRE,2 su- 1,Feltre,2005-06-18,https://www.fidal.it/atleta/CANOVA-Luca/eKiRlZKia2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.85,+0.0,10.6,m,CANOVA Luca,1991,CM,ANA ATL.FELTRE,4 se- 1,Feltre,2005-08-28,https://www.fidal.it/atleta/CANOVA-Luca/eKiRlZKia2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.95,+0.0,10.7,m,FERRO Federico,1991,CM,ANA ATL.FELTRE,1 se- 2,Longarone,2005-05-07,https://www.fidal.it/atleta/FERRO-Federico/eKmRlJOgcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.95,+0.0,10.7,m,ANGARAN Massimo,1990,CM,ANA ATL.FELTRE,2 se- 1,Longarone,2005-05-07,https://www.fidal.it/atleta/ANGARAN-Massimo/eKmRlJKmaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.05,+0.0,10.8,m,FERRO Federico,1991,CM,ANA ATL.FELTRE,1 se- 2,Feltre,2005-08-28,https://www.fidal.it/atleta/FERRO-Federico/eKmRlJOgcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.15,+0.0,10.9,m,CANOVA Luca,1991,CM,ANA ATL.FELTRE,12 su- 1,Conegliano,2005-04-02,https://www.fidal.it/atleta/CANOVA-Luca/eKiRlZKia2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.25,+0.0,11.0,m,FERRO Federico,1991,CM,ANA ATL.FELTRE,5 se- 3,Marostica,2005-10-02,https://www.fidal.it/atleta/FERRO-Federico/eKmRlJOgcGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.25,+0.0,10.0,m,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 se- 1,Longarone,2005-05-07,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.25,+0.0,10.0,m,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 se- 1,Marostica,2005-05-15,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.25,+0.0,10.0,m,DALLO Francesca,1990,CF,ANA ATL.FELTRE,2 se- 1,Tezze Sul Brenta,2005-09-17,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.25,+0.0,10.25,e,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 se- 3,Majano,2005-09-03,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.29,+0.0,10.29,e,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 se- 1,Rossano Veneto,2005-09-11,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.32,+0.0,10.32,e,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 se- 1,Trento,2005-08-27,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.35,+0.0,10.1,m,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 se- 1,Abano Terme,2005-06-04,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.35,+0.0,10.1,m,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 se- 2,Feltre,2005-06-18,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.35,+0.0,10.1,m,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 se- 1,Marostica,2005-10-02,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.46,+0.0,10.46,e,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 su- 1,Marcon,2005-05-08,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.55,+0.0,10.3,m,DALLO Francesca,1990,CF,ANA ATL.FELTRE,1 su- 1,Conegliano,2005-04-02,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.75,+0.0,10.5,m,BERTONI Alessandra,1991,CF,ANA ATL.FELTRE,3 se- 2,Marostica,2005-05-15,https://www.fidal.it/atleta/BERTONI-Alessandra/eKmRlJKlamw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.85,+0.0,10.6,m,BERTONI Alessandra,1991,CF,ANA ATL.FELTRE,4 su- 1,Conegliano,2005-04-02,https://www.fidal.it/atleta/BERTONI-Alessandra/eKmRlJKlamw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.85,+0.0,10.6,m,BERTONI Alessandra,1991,CF,ANA ATL.FELTRE,2 se- 1,Verona,2005-06-02,https://www.fidal.it/atleta/BERTONI-Alessandra/eKmRlJKlamw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.85,+0.0,10.6,m,BERTONI Alessandra,1991,CF,ANA ATL.FELTRE,2 se- 2,Feltre,2005-06-18,https://www.fidal.it/atleta/BERTONI-Alessandra/eKmRlJKlamw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.85,+0.0,10.6,m,BERTONI Alessandra,1991,CF,ANA ATL.FELTRE,2 su- 1,Feltre,2005-07-13,https://www.fidal.it/atleta/BERTONI-Alessandra/eKmRlJKlamw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.05,+0.0,10.8,m,BERTONI Alessandra,1991,CF,ANA ATL.FELTRE,1 se- 1,Feltre,2005-08-28,https://www.fidal.it/atleta/BERTONI-Alessandra/eKmRlJKlamw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,9.95,+0.0,9.7,m,BIZZARINI Lorenzo,1991,CM,ANA ATL.FELTRE,1 se- 2,Pous D Alpago,2006-04-08,https://www.fidal.it/atleta/BIZZARINI-Lorenzo/eKmRlJOhbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.02,+0.0,10.02,e,BIZZARINI Lorenzo,1991,CM,ANA ATL.FELTRE,1 se- 4,Conegliano,2006-04-25,https://www.fidal.it/atleta/BIZZARINI-Lorenzo/eKmRlJOhbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.05,+0.0,9.8,m,BIZZARINI Lorenzo,1991,CM,ANA ATL.FELTRE,1 se- 2,Nove,2006-10-01,https://www.fidal.it/atleta/BIZZARINI-Lorenzo/eKmRlJOhbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.06,+0.0,10.06,e,BIZZARINI Lorenzo,1991,CM,ANA ATL.FELTRE,2 se- 2,Majano,2006-09-09,https://www.fidal.it/atleta/BIZZARINI-Lorenzo/eKmRlJOhbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.15,+0.0,9.9,m,BIZZARINI Lorenzo,1991,CM,ANA ATL.FELTRE,1 se- 1,Feltre,2006-08-22,https://www.fidal.it/atleta/BIZZARINI-Lorenzo/eKmRlJOhbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.35,+0.0,10.1,m,TURRA Andrea,1992,CM,ANA ATL.FELTRE,1 se- 1,Pous D Alpago,2006-04-08,https://www.fidal.it/atleta/TURRA-Andrea/eKmRlJOgbmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.35,+0.0,10.1,m,CANOVA Luca,1991,CM,ANA ATL.FELTRE,3 se- 2,Pous D Alpago,2006-04-08,https://www.fidal.it/atleta/CANOVA-Luca/eKiRlZKia2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.45,+0.0,10.2,m,RECH Denis,1992,CM,ANA ATL.FELTRE,2 se- 1,Pous D Alpago,2006-04-08,https://www.fidal.it/atleta/RECH-Denis/eKmRlJKkcWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.45,+0.0,10.2,m,BIZZARINI Lorenzo,1991,CM,ANA ATL.FELTRE,3 se- 2,Marcon,2006-09-02,https://www.fidal.it/atleta/BIZZARINI-Lorenzo/eKmRlJOhbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.55,+0.0,10.55,e,DE GIACOMETTI Andrea,1992,CM,ANA ATL.FELTRE,2 se- 2,Conegliano,2006-04-25,https://www.fidal.it/atleta/DE-GIACOMETTI-Andrea/eKmRlJOhbWw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.85,+0.0,10.6,m,RIGA Stefano,1991,CM,ANA ATL.FELTRE,3 se- 1,Pous D Alpago,2006-04-08,https://www.fidal.it/atleta/RIGA-Stefano/eKmRlJOjaWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.95,+0.0,10.7,m,RECH Denis,1992,CM,ANA ATL.FELTRE,6 se- 2,Abano Terme,2006-06-10,https://www.fidal.it/atleta/RECH-Denis/eKmRlJKkcWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.13,+0.0,11.13,e,RECH Denis,1992,CM,ANA ATL.FELTRE,3 se- 3,Conegliano,2006-04-25,https://www.fidal.it/atleta/RECH-Denis/eKmRlJKkcWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.51,+0.0,11.51,e,TOIGO Robin,1992,CM,ANA ATL.FELTRE,6 se- 4,Conegliano,2006-04-25,https://www.fidal.it/atleta/TOIGO-Robin/eKmRlJKoaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.95,+0.0,10.7,m,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,2 se- 2,Marostica,2006-05-21,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.15,+0.0,10.9,m,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,5 se- 1,Nove,2006-10-01,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.2,+0.0,11.20,e,BERTONI Alessandra,1991,CF,ANA ATL.FELTRE,4 se- 5,Conegliano,2006-04-25,https://www.fidal.it/atleta/BERTONI-Alessandra/eKmRlJKlamw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.65,+0.0,11.4,m,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,4 se- 2,Marcon,2006-09-02,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.15,,9.9,m,TIREL Enrico,1993,CM,ANA ATL.FELTRE,1 se- 1,Puos Alpago,2007-04-14,https://www.fidal.it/atleta/TIREL-Enrico/eKmRlJOjaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.25,,10.0,m,TURRA Andrea,1992,CM,ANA ATL.FELTRE,2 se- 1,Puos Alpago,2007-04-14,https://www.fidal.it/atleta/TURRA-Andrea/eKmRlJOgbmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.25,,10.0,m,DE GIACOMETTI Andrea,1992,CM,ANA ATL.FELTRE,1 se- 1,Longarone,2007-05-12,https://www.fidal.it/atleta/DE-GIACOMETTI-Andrea/eKmRlJOhbWw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.42,,10.42,e,TURRA Andrea,1992,CM,ANA ATL.FELTRE,4 se- 3,Verona,2007-06-02,https://www.fidal.it/atleta/TURRA-Andrea/eKmRlJOgbmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.45,,10.2,m,TURRA Andrea,1992,CM,ANA ATL.FELTRE,3 se- 1,Longarone,2007-05-12,https://www.fidal.it/atleta/TURRA-Andrea/eKmRlJOgbmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.5,,10.50,e,TURRA Andrea,1992,CM,ANA ATL.FELTRE,3 se- 2,Mestre,2007-10-06,https://www.fidal.it/atleta/TURRA-Andrea/eKmRlJOgbmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.55,,10.3,m,TURRA Andrea,1992,CM,ANA ATL.FELTRE,5 se- 2,Marostica,2007-05-20,https://www.fidal.it/atleta/TURRA-Andrea/eKmRlJOgbmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.55,,10.3,m,TURRA Andrea,1992,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2007-10-20,https://www.fidal.it/atleta/TURRA-Andrea/eKmRlJOgbmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.55,-0.2,10.55,e,TURRA Andrea,1992,CM,ANA ATL.FELTRE,5 se- 1,Majano,2007-09-08,https://www.fidal.it/atleta/TURRA-Andrea/eKmRlJOgbmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.59,,10.59,e,TURRA Andrea,1992,CM,ANA ATL.FELTRE,4 se- 3,Pous D Alpago,2007-09-05,https://www.fidal.it/atleta/TURRA-Andrea/eKmRlJOgbmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.61,,10.61,e,RECH Denis,1992,CM,ANA ATL.FELTRE,6 se- 2,Verona,2007-06-02,https://www.fidal.it/atleta/RECH-Denis/eKmRlJKkcWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.75,,10.5,m,TURRA Andrea,1992,CM,ANA ATL.FELTRE,1 su- 1,Belluno,2007-06-23,https://www.fidal.it/atleta/TURRA-Andrea/eKmRlJOgbmg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.65,,10.4,m,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,1 se- 1,Puos Alpago,2007-04-14,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.65,,10.4,m,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,1 se- 1,Belluno,2007-10-20,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.91,,10.91,e,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,4 se- 1,Mogliano Veneto,2007-09-29,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.95,,10.7,m,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,1 se- 1,Belluno,2007-08-29,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.98,,10.98,e,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,2 se- 3,Conegliano,2007-04-25,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.05,,10.8,m,ZATTA Alessia,1993,CF,ANA ATL.FELTRE,2 se- 2,Longarone,2007-05-12,https://www.fidal.it/atleta/ZATTA-Alessia/eKmRlJOhbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.05,,11.05,e,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,2 se- 5,Pous D Alpago,2007-09-05,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.1,,11.10,e,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,1 se- 1,Mestre,2007-10-06,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.21,,11.21,e,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,4 se- 5,Pous D Alpago,2007-09-05,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.29,,11.29,e,ZATTA Alessia,1993,CF,ANA ATL.FELTRE,5 se- 2,Verona,2007-06-02,https://www.fidal.it/atleta/ZATTA-Alessia/eKmRlJOhbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.35,,11.1,m,ZATTA Alessia,1993,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2007-10-20,https://www.fidal.it/atleta/ZATTA-Alessia/eKmRlJOhbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.45,,11.2,m,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,2 se- 1,Belluno,2007-05-05,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.45,,11.2,m,ZATTA Anna,1993,CF,ANA ATL.FELTRE,1 se- 1,Longarone,2007-05-12,https://www.fidal.it/atleta/ZATTA-Anna/eKmRlJOncGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.44,,11.44,e,ZATTA Alessia,1993,CF,ANA ATL.FELTRE,3 se- 3,Mogliano Veneto,2007-09-29,https://www.fidal.it/atleta/ZATTA-Alessia/eKmRlJOhbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.55,+1.1,11.55,e,ZATTA Alessia,1993,CF,ANA ATL.FELTRE,4 se- 1,Majano,2007-09-08,https://www.fidal.it/atleta/ZATTA-Alessia/eKmRlJOhbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.65,,11.4,m,REDETTI Lisa,1993,CF,ANA ATL.FELTRE,1 se- 2,Belluno,2007-10-20,https://www.fidal.it/atleta/REDETTI-Lisa/eKmRlJKlamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.66,,11.66,e,ZATTA Alessia,1993,CF,ANA ATL.FELTRE,1 se- 1,Conegliano,2007-04-25,https://www.fidal.it/atleta/ZATTA-Alessia/eKmRlJOhbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.71,,11.71,e,ZATTA Alessia,1993,CF,ANA ATL.FELTRE,5 se- 4,Pous D Alpago,2007-09-05,https://www.fidal.it/atleta/ZATTA-Alessia/eKmRlJOhbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.85,,11.6,m,DE BASTIANI Silvia,1992,CF,ANA ATL.FELTRE,3 se- 2,Belluno,2007-10-20,https://www.fidal.it/atleta/DE-BASTIANI-Silvia/eKmRlJOocWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.85,,11.6,m,ZATTA Anna,1993,CF,ANA ATL.FELTRE,5 se- 1,Belluno,2007-10-20,https://www.fidal.it/atleta/ZATTA-Anna/eKmRlJOncGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.95,,11.7,m,REDETTI Lisa,1993,CF,ANA ATL.FELTRE,3 se- 1,Belluno,2007-05-05,https://www.fidal.it/atleta/REDETTI-Lisa/eKmRlJKlamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.09,,12.09,e,ZATTA Anna,1993,CF,ANA ATL.FELTRE,3 se- 3,Verona,2007-06-02,https://www.fidal.it/atleta/ZATTA-Anna/eKmRlJOncGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.11,,12.11,e,ZATTA Anna,1993,CF,ANA ATL.FELTRE,2 se- 1,Conegliano,2007-04-25,https://www.fidal.it/atleta/ZATTA-Anna/eKmRlJOncGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,9.84,,9.84,e,TIREL Enrico,1993,CM,ANA ATL.FELTRE,1 se- 2,Pordenone,2008-07-11,https://www.fidal.it/atleta/TIREL-Enrico/eKmRlJOjaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.15,+1.2,10.15,e,ZINGALE Giacomo,1994,CM,ANA ATL.FELTRE,1 se- 3,Verona,2008-06-01,https://www.fidal.it/atleta/ZINGALE-Giacomo/eKmRlJOnb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.25,,10.0,m,PARANI Aire,1994,CM,ANA ATL.FELTRE,1 se- 1,Longarone,2008-05-24,https://www.fidal.it/atleta/PARANI-Aire/eKmRlJSgaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.25,,10.0,m,PARANI Aire,1994,CM,ANA ATL.FELTRE,5 se- 2,Marostica,2008-09-14,https://www.fidal.it/atleta/PARANI-Aire/eKmRlJSgaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.25,-0.5,10.25,e,PARANI Aire,1994,CM,ANA ATL.FELTRE,3 se- 3,Rossano Veneto,2008-09-07,https://www.fidal.it/atleta/PARANI-Aire/eKmRlJSgaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.26,,10.26,e,ZINGALE Giacomo,1994,CM,ANA ATL.FELTRE,4 se- 3,Majano,2008-09-06,https://www.fidal.it/atleta/ZINGALE-Giacomo/eKmRlJOnb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.35,,10.1,m,SCOPEL Luca,1994,CM,ANA ATL.FELTRE,2 se- 1,Belluno,2008-04-12,https://www.fidal.it/atleta/SCOPEL-Luca/eKmRlJOmbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.35,,10.1,m,ZINGALE Giacomo,1994,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2008-05-04,https://www.fidal.it/atleta/ZINGALE-Giacomo/eKmRlJOnb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.35,,10.1,m,BERTOLDIN Daniele,1994,CM,ANA ATL.FELTRE,2 se- 1,Belluno,2008-05-04,https://www.fidal.it/atleta/BERTOLDIN-Daniele/eKmRlJOoamg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.35,,10.1,m,ZINGALE Giacomo,1994,CM,ANA ATL.FELTRE,2 se- 1,Longarone,2008-05-24,https://www.fidal.it/atleta/ZINGALE-Giacomo/eKmRlJOnb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.38,+1.8,10.38,e,ZINGALE Giacomo,1994,CM,ANA ATL.FELTRE,1 se- 2,Rossano Veneto,2008-09-07,https://www.fidal.it/atleta/ZINGALE-Giacomo/eKmRlJOnb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.44,+1.9,10.44,e,SOPPELSA Mattia,1994,CM,ANA ATL.FELTRE,5 se- 2,Verona,2008-06-01,https://www.fidal.it/atleta/SOPPELSA-Mattia/eKmRlJShbms%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.45,,10.2,m,SCOPEL Luca,1994,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2008-10-04,https://www.fidal.it/atleta/SCOPEL-Luca/eKmRlJOmbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.55,-2.8,10.55,e,PARANI Aire,1994,CM,ANA ATL.FELTRE,6 se- 2,Mogliano Veneto,2008-09-27,https://www.fidal.it/atleta/PARANI-Aire/eKmRlJSgaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
